"codigodpto","dpto","codigompio","mpio","dimension","value","year","fuente","unidad"
"52","Nariño","52378","La Cruz","Medición de desempeño municipal",47.37,"2016","DNP - SPT","Puntos"
"52","Nariño","52381","La Florida","Medición de desempeño municipal",46.38,"2016","DNP - SPT","Puntos"
"52","Nariño","52385","La Llanada","Medición de desempeño municipal",47.64,"2016","DNP - SPT","Puntos"
"52","Nariño","52390","La Tola","Medición de desempeño municipal",25.76,"2016","DNP - SPT","Puntos"
"52","Nariño","52399","La Unión","Medición de desempeño municipal",43.24,"2016","DNP - SPT","Puntos"
"52","Nariño","52405","Leiva","Medición de desempeño municipal",37.8,"2016","DNP - SPT","Puntos"
"52","Nariño","52411","Linares","Medición de desempeño municipal",48.09,"2016","DNP - SPT","Puntos"
"52","Nariño","52418","Los Andes","Medición de desempeño municipal",43.94,"2016","DNP - SPT","Puntos"
"52","Nariño","52427","Magüi","Medición de desempeño municipal",27.71,"2016","DNP - SPT","Puntos"
"52","Nariño","52435","Mallama","Medición de desempeño municipal",41.61,"2016","DNP - SPT","Puntos"
"52","Nariño","52473","Mosquera","Medición de desempeño municipal",32.58,"2016","DNP - SPT","Puntos"
"52","Nariño","52480","Nariño","Medición de desempeño municipal",49.3,"2016","DNP - SPT","Puntos"
"52","Nariño","52490","Olaya Herrera","Medición de desempeño municipal",32.09,"2016","DNP - SPT","Puntos"
"52","Nariño","52506","Ospina","Medición de desempeño municipal",42.47,"2016","DNP - SPT","Puntos"
"52","Nariño","52520","Francisco Pizarro","Medición de desempeño municipal",24.33,"2016","DNP - SPT","Puntos"
"52","Nariño","52540","Policarpa","Medición de desempeño municipal",34.79,"2016","DNP - SPT","Puntos"
"52","Nariño","52560","Potosí","Medición de desempeño municipal",47.23,"2016","DNP - SPT","Puntos"
"52","Nariño","52565","Providencia","Medición de desempeño municipal",39.5,"2016","DNP - SPT","Puntos"
"52","Nariño","52573","Puerres","Medición de desempeño municipal",49.22,"2016","DNP - SPT","Puntos"
"52","Nariño","52585","Pupiales","Medición de desempeño municipal",49.52,"2016","DNP - SPT","Puntos"
"52","Nariño","52612","Ricaurte","Medición de desempeño municipal",40.29,"2016","DNP - SPT","Puntos"
"52","Nariño","52621","Roberto Payán","Medición de desempeño municipal",35.51,"2016","DNP - SPT","Puntos"
"52","Nariño","52678","Samaniego","Medición de desempeño municipal",49.23,"2016","DNP - SPT","Puntos"
"52","Nariño","52683","Sandoná","Medición de desempeño municipal",46.42,"2016","DNP - SPT","Puntos"
"52","Nariño","52685","San Bernardo","Medición de desempeño municipal",34.29,"2016","DNP - SPT","Puntos"
"52","Nariño","52687","San Lorenzo","Medición de desempeño municipal",42.78,"2016","DNP - SPT","Puntos"
"52","Nariño","52693","San Pablo","Medición de desempeño municipal",47.32,"2016","DNP - SPT","Puntos"
"52","Nariño","52694","San Pedro de Cartago","Medición de desempeño municipal",39.22,"2016","DNP - SPT","Puntos"
"52","Nariño","52696","Santa Bárbara","Medición de desempeño municipal",24.39,"2016","DNP - SPT","Puntos"
"52","Nariño","52699","Santacruz","Medición de desempeño municipal",38.66,"2016","DNP - SPT","Puntos"
"52","Nariño","52720","Sapuyes","Medición de desempeño municipal",50.5,"2016","DNP - SPT","Puntos"
"52","Nariño","52786","Taminango","Medición de desempeño municipal",47.21,"2016","DNP - SPT","Puntos"
"52","Nariño","52788","Tangua","Medición de desempeño municipal",44.2,"2016","DNP - SPT","Puntos"
"52","Nariño","52835","San Andrés de Tumaco","Medición de desempeño municipal",41.13,"2016","DNP - SPT","Puntos"
"52","Nariño","52885","Yacuanquer","Medición de desempeño municipal",41.58,"2016","DNP - SPT","Puntos"
"52","Nariño","52838","Túquerres","Medición de desempeño municipal",51.65,"2016","DNP - SPT","Puntos"
"66","Risaralda","66001","Pereira","Medición de desempeño municipal",75.79,"2016","DNP - SPT","Puntos"
"66","Risaralda","66045","Apía","Medición de desempeño municipal",54.08,"2016","DNP - SPT","Puntos"
"66","Risaralda","66075","Balboa","Medición de desempeño municipal",68.19,"2016","DNP - SPT","Puntos"
"66","Risaralda","66088","Belén de Umbría","Medición de desempeño municipal",51.76,"2016","DNP - SPT","Puntos"
"66","Risaralda","66170","Dosquebradas","Medición de desempeño municipal",64.1,"2016","DNP - SPT","Puntos"
"66","Risaralda","66318","Guática","Medición de desempeño municipal",46.62,"2016","DNP - SPT","Puntos"
"66","Risaralda","66383","La Celia","Medición de desempeño municipal",40.43,"2016","DNP - SPT","Puntos"
"66","Risaralda","66400","La Virginia","Medición de desempeño municipal",55.25,"2016","DNP - SPT","Puntos"
"66","Risaralda","66440","Marsella","Medición de desempeño municipal",43.35,"2016","DNP - SPT","Puntos"
"66","Risaralda","66456","Mistrató","Medición de desempeño municipal",44.36,"2016","DNP - SPT","Puntos"
"66","Risaralda","66572","Pueblo Rico","Medición de desempeño municipal",43.6,"2016","DNP - SPT","Puntos"
"66","Risaralda","66594","Quinchía","Medición de desempeño municipal",44.89,"2016","DNP - SPT","Puntos"
"66","Risaralda","66682","Santa Rosa de Cabal","Medición de desempeño municipal",58.3,"2016","DNP - SPT","Puntos"
"66","Risaralda","66687","Santuario","Medición de desempeño municipal",52.47,"2016","DNP - SPT","Puntos"
"63","Quindío","63690","Salento","Medición de desempeño municipal",66.28,"2016","DNP - SPT","Puntos"
"63","Quindío","63594","Quimbaya","Medición de desempeño municipal",61.25,"2016","DNP - SPT","Puntos"
"63","Quindío","63001","Armenia","Medición de desempeño municipal",75.39,"2016","DNP - SPT","Puntos"
"63","Quindío","63111","Buenavista","Medición de desempeño municipal",62.57,"2016","DNP - SPT","Puntos"
"63","Quindío","63130","Calarcá","Medición de desempeño municipal",57.17,"2016","DNP - SPT","Puntos"
"63","Quindío","63190","Circasia","Medición de desempeño municipal",50.23,"2016","DNP - SPT","Puntos"
"63","Quindío","63212","Córdoba","Medición de desempeño municipal",39.95,"2016","DNP - SPT","Puntos"
"63","Quindío","63272","Filandia","Medición de desempeño municipal",56.26,"2016","DNP - SPT","Puntos"
"63","Quindío","63302","Génova","Medición de desempeño municipal",56.38,"2016","DNP - SPT","Puntos"
"63","Quindío","63401","La Tebaida","Medición de desempeño municipal",54.42,"2016","DNP - SPT","Puntos"
"63","Quindío","63470","Montenegro","Medición de desempeño municipal",59.65,"2016","DNP - SPT","Puntos"
"63","Quindío","63548","Pijao","Medición de desempeño municipal",49.59,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54250","El Tarra","Medición de desempeño municipal",34.9,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54261","El Zulia","Medición de desempeño municipal",52.97,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54313","Gramalote","Medición de desempeño municipal",35.41,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54344","Hacarí","Medición de desempeño municipal",37.75,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54347","Herrán","Medición de desempeño municipal",46.26,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54377","Labateca","Medición de desempeño municipal",38.2,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54385","La Esperanza","Medición de desempeño municipal",52.75,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54398","La Playa","Medición de desempeño municipal",27.71,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54405","Los Patios","Medición de desempeño municipal",53.03,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54418","Lourdes","Medición de desempeño municipal",43.52,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54480","Mutiscua","Medición de desempeño municipal",48.28,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54498","Ocaña","Medición de desempeño municipal",50.93,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54518","Pamplona","Medición de desempeño municipal",49.89,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54520","Pamplonita","Medición de desempeño municipal",51.18,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54553","Puerto Santander","Medición de desempeño municipal",38.47,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54599","Ragonvalia","Medición de desempeño municipal",44.25,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54660","Salazar","Medición de desempeño municipal",49.25,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54670","San Calixto","Medición de desempeño municipal",39.1,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54673","San Cayetano","Medición de desempeño municipal",52.93,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54680","Santiago","Medición de desempeño municipal",46.21,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54720","Sardinata","Medición de desempeño municipal",37.17,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54743","Silos","Medición de desempeño municipal",40.19,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54800","Teorama","Medición de desempeño municipal",47.31,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54810","Tibú","Medición de desempeño municipal",30.17,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54820","Toledo","Medición de desempeño municipal",42.53,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54871","Villa Caro","Medición de desempeño municipal",44.43,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54874","Villa del Rosario","Medición de desempeño municipal",48.63,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54001","Cúcuta","Medición de desempeño municipal",48.51,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54003","Ábrego","Medición de desempeño municipal",51.8,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54051","Arboledas","Medición de desempeño municipal",47.71,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54099","Bochalema","Medición de desempeño municipal",47.31,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54109","Bucarasica","Medición de desempeño municipal",44.18,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54125","Cácota","Medición de desempeño municipal",55.56,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54128","Cachirá","Medición de desempeño municipal",45.9,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54172","Chinácota","Medición de desempeño municipal",37.23,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54174","Chitagá","Medición de desempeño municipal",53.99,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54206","Convención","Medición de desempeño municipal",37.92,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54223","Cucutilla","Medición de desempeño municipal",45.12,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54239","Durania","Medición de desempeño municipal",37.53,"2016","DNP - SPT","Puntos"
"54","Norte de Santander","54245","El Carmen","Medición de desempeño municipal",50.88,"2016","DNP - SPT","Puntos"
"70","Sucre","70001","Sincelejo","Medición de desempeño municipal",47.84,"2016","DNP - SPT","Puntos"
"70","Sucre","70110","Buenavista","Medición de desempeño municipal",28.97,"2016","DNP - SPT","Puntos"
"70","Sucre","70124","Caimito","Medición de desempeño municipal",40.56,"2016","DNP - SPT","Puntos"
"70","Sucre","70204","Colosó","Medición de desempeño municipal",40.18,"2016","DNP - SPT","Puntos"
"70","Sucre","70215","Corozal","Medición de desempeño municipal",46.47,"2016","DNP - SPT","Puntos"
"70","Sucre","70221","Coveñas","Medición de desempeño municipal",55.71,"2016","DNP - SPT","Puntos"
"70","Sucre","70230","Chalán","Medición de desempeño municipal",39.97,"2016","DNP - SPT","Puntos"
"70","Sucre","70233","El Roble","Medición de desempeño municipal",42.77,"2016","DNP - SPT","Puntos"
"70","Sucre","70235","Galeras","Medición de desempeño municipal",34.44,"2016","DNP - SPT","Puntos"
"70","Sucre","70265","Guaranda","Medición de desempeño municipal",29.81,"2016","DNP - SPT","Puntos"
"70","Sucre","70400","La Unión","Medición de desempeño municipal",34.92,"2016","DNP - SPT","Puntos"
"70","Sucre","70418","Los Palmitos","Medición de desempeño municipal",32,"2016","DNP - SPT","Puntos"
"70","Sucre","70429","Majagual","Medición de desempeño municipal",39.61,"2016","DNP - SPT","Puntos"
"70","Sucre","70473","Morroa","Medición de desempeño municipal",37.02,"2016","DNP - SPT","Puntos"
"70","Sucre","70508","Ovejas","Medición de desempeño municipal",41.65,"2016","DNP - SPT","Puntos"
"70","Sucre","70523","Palmito","Medición de desempeño municipal",46.8,"2016","DNP - SPT","Puntos"
"70","Sucre","70670","Sampués","Medición de desempeño municipal",39.94,"2016","DNP - SPT","Puntos"
"70","Sucre","70678","San Benito Abad","Medición de desempeño municipal",36.19,"2016","DNP - SPT","Puntos"
"70","Sucre","70702","San Juan de Betulia","Medición de desempeño municipal",37.94,"2016","DNP - SPT","Puntos"
"70","Sucre","70708","San Marcos","Medición de desempeño municipal",45.77,"2016","DNP - SPT","Puntos"
"70","Sucre","70713","San Onofre","Medición de desempeño municipal",35.39,"2016","DNP - SPT","Puntos"
"70","Sucre","70717","San Pedro","Medición de desempeño municipal",39.29,"2016","DNP - SPT","Puntos"
"70","Sucre","70742","San Luis de Sincé","Medición de desempeño municipal",35.72,"2016","DNP - SPT","Puntos"
"70","Sucre","70771","Sucre","Medición de desempeño municipal",41.15,"2016","DNP - SPT","Puntos"
"70","Sucre","70820","Santiago de Tolú","Medición de desempeño municipal",54.25,"2016","DNP - SPT","Puntos"
"70","Sucre","70823","Tolú Viejo","Medición de desempeño municipal",52.7,"2016","DNP - SPT","Puntos"
"73","Tolima","73001","Ibagué","Medición de desempeño municipal",65.03,"2016","DNP - SPT","Puntos"
"73","Tolima","73024","Alpujarra","Medición de desempeño municipal",46.26,"2016","DNP - SPT","Puntos"
"73","Tolima","73026","Alvarado","Medición de desempeño municipal",56.89,"2016","DNP - SPT","Puntos"
"73","Tolima","73030","Ambalema","Medición de desempeño municipal",55.34,"2016","DNP - SPT","Puntos"
"73","Tolima","73043","Anzoátegui","Medición de desempeño municipal",41.56,"2016","DNP - SPT","Puntos"
"73","Tolima","73055","Armero","Medición de desempeño municipal",58.9,"2016","DNP - SPT","Puntos"
"73","Tolima","73067","Ataco","Medición de desempeño municipal",34.83,"2016","DNP - SPT","Puntos"
"73","Tolima","73124","Cajamarca","Medición de desempeño municipal",53.75,"2016","DNP - SPT","Puntos"
"73","Tolima","73148","Carmen de Apicalá","Medición de desempeño municipal",65.51,"2016","DNP - SPT","Puntos"
"73","Tolima","73152","Casabianca","Medición de desempeño municipal",49.29,"2016","DNP - SPT","Puntos"
"73","Tolima","73168","Chaparral","Medición de desempeño municipal",51.55,"2016","DNP - SPT","Puntos"
"73","Tolima","73200","Coello","Medición de desempeño municipal",53.47,"2016","DNP - SPT","Puntos"
"73","Tolima","73217","Coyaima","Medición de desempeño municipal",45.71,"2016","DNP - SPT","Puntos"
"73","Tolima","73226","Cunday","Medición de desempeño municipal",32.97,"2016","DNP - SPT","Puntos"
"73","Tolima","73236","Dolores","Medición de desempeño municipal",42.65,"2016","DNP - SPT","Puntos"
"73","Tolima","73268","Espinal","Medición de desempeño municipal",58.99,"2016","DNP - SPT","Puntos"
"73","Tolima","73270","Falan","Medición de desempeño municipal",51,"2016","DNP - SPT","Puntos"
"73","Tolima","73275","Flandes","Medición de desempeño municipal",59.48,"2016","DNP - SPT","Puntos"
"73","Tolima","73283","Fresno","Medición de desempeño municipal",53.6,"2016","DNP - SPT","Puntos"
"73","Tolima","73319","Guamo","Medición de desempeño municipal",56.78,"2016","DNP - SPT","Puntos"
"73","Tolima","73347","Herveo","Medición de desempeño municipal",41.39,"2016","DNP - SPT","Puntos"
"73","Tolima","73349","Honda","Medición de desempeño municipal",43.34,"2016","DNP - SPT","Puntos"
"73","Tolima","73352","Icononzo","Medición de desempeño municipal",49.03,"2016","DNP - SPT","Puntos"
"73","Tolima","73408","Lérida","Medición de desempeño municipal",55.07,"2016","DNP - SPT","Puntos"
"73","Tolima","73411","Líbano","Medición de desempeño municipal",48.23,"2016","DNP - SPT","Puntos"
"73","Tolima","73443","San Sebastián de Mariquita","Medición de desempeño municipal",59.35,"2016","DNP - SPT","Puntos"
"73","Tolima","73449","Melgar","Medición de desempeño municipal",63.95,"2016","DNP - SPT","Puntos"
"73","Tolima","73461","Murillo","Medición de desempeño municipal",37.98,"2016","DNP - SPT","Puntos"
"73","Tolima","73483","Natagaima","Medición de desempeño municipal",39.85,"2016","DNP - SPT","Puntos"
"73","Tolima","73504","Ortega","Medición de desempeño municipal",38.71,"2016","DNP - SPT","Puntos"
"73","Tolima","73520","Palocabildo","Medición de desempeño municipal",41.46,"2016","DNP - SPT","Puntos"
"73","Tolima","73547","Piedras","Medición de desempeño municipal",35.15,"2016","DNP - SPT","Puntos"
"73","Tolima","73555","Planadas","Medición de desempeño municipal",29,"2016","DNP - SPT","Puntos"
"73","Tolima","73563","Prado","Medición de desempeño municipal",48.28,"2016","DNP - SPT","Puntos"
"73","Tolima","73585","Purificación","Medición de desempeño municipal",52.79,"2016","DNP - SPT","Puntos"
"73","Tolima","73616","Rioblanco","Medición de desempeño municipal",46.86,"2016","DNP - SPT","Puntos"
"73","Tolima","73622","Roncesvalles","Medición de desempeño municipal",43.63,"2016","DNP - SPT","Puntos"
"73","Tolima","73624","Rovira","Medición de desempeño municipal",43.97,"2016","DNP - SPT","Puntos"
"73","Tolima","73671","Saldaña","Medición de desempeño municipal",44.16,"2016","DNP - SPT","Puntos"
"73","Tolima","73675","San Antonio","Medición de desempeño municipal",42.02,"2016","DNP - SPT","Puntos"
"73","Tolima","73678","San Luis","Medición de desempeño municipal",43.47,"2016","DNP - SPT","Puntos"
"73","Tolima","73686","Santa Isabel","Medición de desempeño municipal",46.79,"2016","DNP - SPT","Puntos"
"73","Tolima","73770","Suárez","Medición de desempeño municipal",43.45,"2016","DNP - SPT","Puntos"
"73","Tolima","73854","Valle de San Juan","Medición de desempeño municipal",37.2,"2016","DNP - SPT","Puntos"
"73","Tolima","73861","Venadillo","Medición de desempeño municipal",47.18,"2016","DNP - SPT","Puntos"
"73","Tolima","73870","Villahermosa","Medición de desempeño municipal",35.87,"2016","DNP - SPT","Puntos"
"73","Tolima","73873","Villarrica","Medición de desempeño municipal",41.74,"2016","DNP - SPT","Puntos"
"68","Santander","68322","Guapotá","Medición de desempeño municipal",48.95,"2016","DNP - SPT","Puntos"
"68","Santander","68324","Guavatá","Medición de desempeño municipal",29.08,"2016","DNP - SPT","Puntos"
"68","Santander","68327","Güepsa","Medición de desempeño municipal",57.43,"2016","DNP - SPT","Puntos"
"68","Santander","68344","Hato","Medición de desempeño municipal",56.01,"2016","DNP - SPT","Puntos"
"68","Santander","68368","Jesús María","Medición de desempeño municipal",32.92,"2016","DNP - SPT","Puntos"
"68","Santander","68370","Jordán","Medición de desempeño municipal",43.57,"2016","DNP - SPT","Puntos"
"68","Santander","68377","La Belleza","Medición de desempeño municipal",36.2,"2016","DNP - SPT","Puntos"
"68","Santander","68385","Landázuri","Medición de desempeño municipal",41.18,"2016","DNP - SPT","Puntos"
"68","Santander","68397","La Paz","Medición de desempeño municipal",42.91,"2016","DNP - SPT","Puntos"
"68","Santander","68406","Lebrija","Medición de desempeño municipal",53.44,"2016","DNP - SPT","Puntos"
"68","Santander","68418","Los Santos","Medición de desempeño municipal",47.16,"2016","DNP - SPT","Puntos"
"68","Santander","68425","Macaravita","Medición de desempeño municipal",38.89,"2016","DNP - SPT","Puntos"
"68","Santander","68432","Málaga","Medición de desempeño municipal",52.87,"2016","DNP - SPT","Puntos"
"68","Santander","68444","Matanza","Medición de desempeño municipal",47.93,"2016","DNP - SPT","Puntos"
"68","Santander","68464","Mogotes","Medición de desempeño municipal",40.13,"2016","DNP - SPT","Puntos"
"68","Santander","68468","Molagavita","Medición de desempeño municipal",45.39,"2016","DNP - SPT","Puntos"
"68","Santander","68498","Ocamonte","Medición de desempeño municipal",43.99,"2016","DNP - SPT","Puntos"
"68","Santander","68500","Oiba","Medición de desempeño municipal",53.09,"2016","DNP - SPT","Puntos"
"68","Santander","68502","Onzaga","Medición de desempeño municipal",39.83,"2016","DNP - SPT","Puntos"
"68","Santander","68522","Palmar","Medición de desempeño municipal",51.72,"2016","DNP - SPT","Puntos"
"68","Santander","68524","Palmas del Socorro","Medición de desempeño municipal",49.93,"2016","DNP - SPT","Puntos"
"68","Santander","68533","Páramo","Medición de desempeño municipal",55.42,"2016","DNP - SPT","Puntos"
"68","Santander","68547","Piedecuesta","Medición de desempeño municipal",64.51,"2016","DNP - SPT","Puntos"
"68","Santander","68549","Pinchote","Medición de desempeño municipal",51.14,"2016","DNP - SPT","Puntos"
"68","Santander","68572","Puente Nacional","Medición de desempeño municipal",50.93,"2016","DNP - SPT","Puntos"
"68","Santander","68573","Puerto Parra","Medición de desempeño municipal",58.8,"2016","DNP - SPT","Puntos"
"68","Santander","68575","Puerto Wilches","Medición de desempeño municipal",42.6,"2016","DNP - SPT","Puntos"
"68","Santander","68615","Rionegro","Medición de desempeño municipal",46.32,"2016","DNP - SPT","Puntos"
"68","Santander","68655","Sabana de Torres","Medición de desempeño municipal",50.89,"2016","DNP - SPT","Puntos"
"68","Santander","68669","San Andrés","Medición de desempeño municipal",46.19,"2016","DNP - SPT","Puntos"
"68","Santander","68673","San Benito","Medición de desempeño municipal",49.01,"2016","DNP - SPT","Puntos"
"68","Santander","68679","San Gil","Medición de desempeño municipal",67.8,"2016","DNP - SPT","Puntos"
"68","Santander","68682","San Joaquín","Medición de desempeño municipal",45.99,"2016","DNP - SPT","Puntos"
"68","Santander","68684","San José de Miranda","Medición de desempeño municipal",42.22,"2016","DNP - SPT","Puntos"
"68","Santander","68686","San Miguel","Medición de desempeño municipal",43.7,"2016","DNP - SPT","Puntos"
"68","Santander","68689","San Vicente de Chucurí","Medición de desempeño municipal",44.88,"2016","DNP - SPT","Puntos"
"68","Santander","68705","Santa Bárbara","Medición de desempeño municipal",47.43,"2016","DNP - SPT","Puntos"
"68","Santander","68720","Santa Helena del Opón","Medición de desempeño municipal",51.1,"2016","DNP - SPT","Puntos"
"68","Santander","68745","Simacota","Medición de desempeño municipal",54.46,"2016","DNP - SPT","Puntos"
"68","Santander","68755","Socorro","Medición de desempeño municipal",63.04,"2016","DNP - SPT","Puntos"
"68","Santander","68770","Suaita","Medición de desempeño municipal",48.6,"2016","DNP - SPT","Puntos"
"68","Santander","68773","Sucre","Medición de desempeño municipal",25.31,"2016","DNP - SPT","Puntos"
"68","Santander","68780","Suratá","Medición de desempeño municipal",54.44,"2016","DNP - SPT","Puntos"
"68","Santander","68820","Tona","Medición de desempeño municipal",50.53,"2016","DNP - SPT","Puntos"
"68","Santander","68855","Valle de San José","Medición de desempeño municipal",54.2,"2016","DNP - SPT","Puntos"
"68","Santander","68861","Vélez","Medición de desempeño municipal",49.52,"2016","DNP - SPT","Puntos"
"68","Santander","68867","Vetas","Medición de desempeño municipal",46.37,"2016","DNP - SPT","Puntos"
"68","Santander","68872","Villanueva","Medición de desempeño municipal",64.05,"2016","DNP - SPT","Puntos"
"68","Santander","68895","Zapatoca","Medición de desempeño municipal",59.16,"2016","DNP - SPT","Puntos"
"68","Santander","68001","Bucaramanga","Medición de desempeño municipal",60.99,"2016","DNP - SPT","Puntos"
"68","Santander","68013","Aguada","Medición de desempeño municipal",35.04,"2016","DNP - SPT","Puntos"
"68","Santander","68020","Albania","Medición de desempeño municipal",45.75,"2016","DNP - SPT","Puntos"
"68","Santander","68051","Aratoca","Medición de desempeño municipal",45.01,"2016","DNP - SPT","Puntos"
"68","Santander","68077","Barbosa","Medición de desempeño municipal",43.37,"2016","DNP - SPT","Puntos"
"68","Santander","68079","Barichara","Medición de desempeño municipal",56.55,"2016","DNP - SPT","Puntos"
"68","Santander","68081","Barrancabermeja","Medición de desempeño municipal",68.81,"2016","DNP - SPT","Puntos"
"68","Santander","68092","Betulia","Medición de desempeño municipal",51.95,"2016","DNP - SPT","Puntos"
"68","Santander","68101","Bolívar","Medición de desempeño municipal",45.76,"2016","DNP - SPT","Puntos"
"68","Santander","68121","Cabrera","Medición de desempeño municipal",55.83,"2016","DNP - SPT","Puntos"
"68","Santander","68132","California","Medición de desempeño municipal",60.97,"2016","DNP - SPT","Puntos"
"68","Santander","68147","Capitanejo","Medición de desempeño municipal",48.64,"2016","DNP - SPT","Puntos"
"68","Santander","68152","Carcasí","Medición de desempeño municipal",30.82,"2016","DNP - SPT","Puntos"
"68","Santander","68160","Cepitá","Medición de desempeño municipal",31.95,"2016","DNP - SPT","Puntos"
"68","Santander","68162","Cerrito","Medición de desempeño municipal",46.9,"2016","DNP - SPT","Puntos"
"68","Santander","68167","Charalá","Medición de desempeño municipal",55.91,"2016","DNP - SPT","Puntos"
"68","Santander","68169","Charta","Medición de desempeño municipal",40.26,"2016","DNP - SPT","Puntos"
"68","Santander","68176","Chima","Medición de desempeño municipal",50.72,"2016","DNP - SPT","Puntos"
"68","Santander","68179","Chipatá","Medición de desempeño municipal",39.99,"2016","DNP - SPT","Puntos"
"68","Santander","68190","Cimitarra","Medición de desempeño municipal",52.41,"2016","DNP - SPT","Puntos"
"68","Santander","68207","Concepción","Medición de desempeño municipal",45.24,"2016","DNP - SPT","Puntos"
"68","Santander","68209","Confines","Medición de desempeño municipal",48.8,"2016","DNP - SPT","Puntos"
"68","Santander","68211","Contratación","Medición de desempeño municipal",49.7,"2016","DNP - SPT","Puntos"
"68","Santander","68217","Coromoro","Medición de desempeño municipal",43.92,"2016","DNP - SPT","Puntos"
"68","Santander","68229","Curití","Medición de desempeño municipal",59.15,"2016","DNP - SPT","Puntos"
"68","Santander","68235","El Carmen de Chucurí","Medición de desempeño municipal",50.46,"2016","DNP - SPT","Puntos"
"68","Santander","68245","El Guacamayo","Medición de desempeño municipal",50.19,"2016","DNP - SPT","Puntos"
"68","Santander","68250","El Peñón","Medición de desempeño municipal",38.77,"2016","DNP - SPT","Puntos"
"68","Santander","68255","El Playón","Medición de desempeño municipal",35.08,"2016","DNP - SPT","Puntos"
"68","Santander","68264","Encino","Medición de desempeño municipal",46.74,"2016","DNP - SPT","Puntos"
"68","Santander","68266","Enciso","Medición de desempeño municipal",46.2,"2016","DNP - SPT","Puntos"
"68","Santander","68271","Florián","Medición de desempeño municipal",45.27,"2016","DNP - SPT","Puntos"
"68","Santander","68276","Floridablanca","Medición de desempeño municipal",74.81,"2016","DNP - SPT","Puntos"
"68","Santander","68296","Galán","Medición de desempeño municipal",48.98,"2016","DNP - SPT","Puntos"
"68","Santander","68298","Gámbita","Medición de desempeño municipal",40.65,"2016","DNP - SPT","Puntos"
"68","Santander","68307","Girón","Medición de desempeño municipal",62.59,"2016","DNP - SPT","Puntos"
"68","Santander","68318","Guaca","Medición de desempeño municipal",37.79,"2016","DNP - SPT","Puntos"
"68","Santander","68320","Guadalupe","Medición de desempeño municipal",46.88,"2016","DNP - SPT","Puntos"
"81","Arauca","81794","Tame","Medición de desempeño municipal",50.76,"2016","DNP - SPT","Puntos"
"81","Arauca","81001","Arauca","Medición de desempeño municipal",51.89,"2016","DNP - SPT","Puntos"
"81","Arauca","81065","Arauquita","Medición de desempeño municipal",45.53,"2016","DNP - SPT","Puntos"
"81","Arauca","81220","Cravo Norte","Medición de desempeño municipal",56.22,"2016","DNP - SPT","Puntos"
"81","Arauca","81300","Fortul","Medición de desempeño municipal",47.26,"2016","DNP - SPT","Puntos"
"81","Arauca","81591","Puerto Rondón","Medición de desempeño municipal",51.02,"2016","DNP - SPT","Puntos"
"81","Arauca","81736","Saravena","Medición de desempeño municipal",53.87,"2016","DNP - SPT","Puntos"
"76","Valle del Cauca","76001","Cali","Medición de desempeño municipal",77.2,"2016","DNP - SPT","Puntos"
"76","Valle del Cauca","76020","Alcalá","Medición de desempeño municipal",52.48,"2016","DNP - SPT","Puntos"
"76","Valle del Cauca","76036","Andalucía","Medición de desempeño municipal",55.27,"2016","DNP - SPT","Puntos"
