"codigo","mpio","year","rural","urbana"
15507,"Otanche",2019,4480,3522
15507,"Otanche",2020,4415,3589
15507,"Otanche",2021,4392,3669
15507,"Otanche",2022,4368,3744
15507,"Otanche",2023,4344,3818
15511,"Pachavita",2018,1947,520
15511,"Pachavita",2019,1923,524
15511,"Pachavita",2020,1911,530
15511,"Pachavita",2021,1901,557
15511,"Pachavita",2022,1890,584
15511,"Pachavita",2023,1880,609
15514,"Páez",2018,1930,1353
15514,"Páez",2019,1879,1377
15514,"Páez",2020,1846,1398
15514,"Páez",2021,1836,1431
15514,"Páez",2022,1826,1462
15514,"Páez",2023,1816,1492
15516,"Paipa",2018,13514,20021
15516,"Paipa",2019,13510,20667
15516,"Paipa",2020,13457,21222
15516,"Paipa",2021,13390,21541
15516,"Paipa",2022,13317,21836
15516,"Paipa",2023,13245,22125
15518,"Pajarito",2018,1430,960
15518,"Pajarito",2019,1423,977
15518,"Pajarito",2020,1420,994
15518,"Pajarito",2021,1412,1019
15518,"Pajarito",2022,1403,1043
15518,"Pajarito",2023,1395,1067
15522,"Panqueba",2018,907,810
15522,"Panqueba",2019,877,825
15522,"Panqueba",2020,859,838
15522,"Panqueba",2021,854,855
15522,"Panqueba",2022,850,870
15522,"Panqueba",2023,845,885
15531,"Pauna",2018,5112,2073
15531,"Pauna",2019,5086,2112
15531,"Pauna",2020,5063,2149
15531,"Pauna",2021,5036,2227
15531,"Pauna",2022,5009,2300
15531,"Pauna",2023,4982,2372
15533,"Paya",2018,2112,481
15533,"Paya",2019,2105,511
15533,"Paya",2020,2098,537
15533,"Paya",2021,2087,567
15533,"Paya",2022,2075,595
15533,"Paya",2023,2064,623
15537,"Paz de Río",2018,1497,2788
15537,"Paz de Río",2019,1471,2757
15537,"Paz de Río",2020,1448,2750
15537,"Paz de Río",2021,1440,2788
15537,"Paz de Río",2022,1432,2822
15537,"Paz de Río",2023,1425,2856
15542,"Pesca",2018,4607,2245
15542,"Pesca",2019,4525,2240
15542,"Pesca",2020,4479,2251
15542,"Pesca",2021,4455,2323
15542,"Pesca",2022,4431,2390
15542,"Pesca",2023,4407,2456
15550,"Pisba",2018,1236,527
15550,"Pisba",2019,1232,547
15550,"Pisba",2020,1229,564
15550,"Pisba",2021,1223,583
15550,"Pisba",2022,1216,601
15550,"Pisba",2023,1210,618
15572,"Puerto Boyacá",2018,13757,32979
15572,"Puerto Boyacá",2019,13808,33792
15572,"Puerto Boyacá",2020,13720,34551
15572,"Puerto Boyacá",2021,13680,34942
15572,"Puerto Boyacá",2022,13610,35320
15572,"Puerto Boyacá",2023,13537,35695
15580,"Quípama",2018,3563,1326
15580,"Quípama",2019,3585,1354
15580,"Quípama",2020,3602,1380
15580,"Quípama",2021,3584,1433
15580,"Quípama",2022,3564,1485
15580,"Quípama",2023,3545,1535
15599,"Ramiriquí",2018,5834,4053
15599,"Ramiriquí",2019,5854,4134
15599,"Ramiriquí",2020,5866,4210
15599,"Ramiriquí",2021,5836,4311
15599,"Ramiriquí",2022,5804,4408
15599,"Ramiriquí",2023,5773,4502
15600,"Ráquira",2018,5660,2217
15600,"Ráquira",2019,5584,2374
15600,"Ráquira",2020,5505,2523
15600,"Ráquira",2021,5476,2609
15600,"Ráquira",2022,5446,2690
15600,"Ráquira",2023,5417,2769
15621,"Rondón",2018,1807,600
15621,"Rondón",2019,1771,613
15621,"Rondón",2020,1749,624
15621,"Rondón",2021,1740,650
15621,"Rondón",2022,1730,675
15621,"Rondón",2023,1721,699
15632,"Saboyá",2018,12610,978
15632,"Saboyá",2019,12729,999
15632,"Saboyá",2020,12831,1018
15632,"Saboyá",2021,12766,1181
15632,"Saboyá",2022,12696,1339
15632,"Saboyá",2023,12628,1494
15638,"Sáchica",2018,2885,2567
15638,"Sáchica",2019,2931,2647
15638,"Sáchica",2020,2962,2715
15638,"Sáchica",2021,2947,2771
15638,"Sáchica",2022,2931,2824
15638,"Sáchica",2023,2915,2875
15646,"Samacá",2018,11223,7075
15646,"Samacá",2019,11290,7298
15646,"Samacá",2020,11332,7486
15646,"Samacá",2021,11275,7680
15646,"Samacá",2022,11213,7862
15646,"Samacá",2023,11152,8041
15660,"San Eduardo",2018,969,732
15660,"San Eduardo",2019,928,748
15660,"San Eduardo",2020,897,763
15660,"San Eduardo",2021,892,780
15660,"San Eduardo",2022,887,795
15660,"San Eduardo",2023,883,810
15664,"San José de Pare",2018,4010,978
15664,"San José de Pare",2019,3989,1000
15664,"San José de Pare",2020,3979,1020
15664,"San José de Pare",2021,3955,1079
15664,"San José de Pare",2022,3932,1134
15664,"San José de Pare",2023,3910,1188
15667,"San Luis de Gaceno",2018,3055,2444
15667,"San Luis de Gaceno",2019,3035,2441
15667,"San Luis de Gaceno",2020,3023,2450
15667,"San Luis de Gaceno",2021,3007,2505
15667,"San Luis de Gaceno",2022,2991,2556
15667,"San Luis de Gaceno",2023,2974,2607
15673,"San Mateo",2018,2169,1163
15673,"San Mateo",2019,2046,1158
15673,"San Mateo",2020,1969,1162
15673,"San Mateo",2021,1959,1194
15673,"San Mateo",2022,1948,1225
15673,"San Mateo",2023,1937,1256
15676,"San Miguel de Sema",2018,2597,412
15676,"San Miguel de Sema",2019,2588,418
15676,"San Miguel de Sema",2020,2587,424
15676,"San Miguel de Sema",2021,2574,458
15676,"San Miguel de Sema",2022,2560,492
15676,"San Miguel de Sema",2023,2546,524
15681,"San Pablo de Borbur",2018,5863,745
15681,"San Pablo de Borbur",2019,5905,759
15681,"San Pablo de Borbur",2020,5944,772
15681,"San Pablo de Borbur",2021,5914,850
15681,"San Pablo de Borbur",2022,5881,925
15681,"San Pablo de Borbur",2023,5850,998
15686,"Santana",2018,5040,2525
15686,"Santana",2019,5067,2576
15686,"Santana",2020,5087,2623
15686,"Santana",2021,5061,2704
15686,"Santana",2022,5033,2781
15686,"Santana",2023,5006,2856
15690,"Santa María",2018,1452,2107
15690,"Santa María",2019,1440,2078
15690,"Santa María",2020,1430,2068
15690,"Santa María",2021,1422,2101
15690,"Santa María",2022,1415,2130
15690,"Santa María",2023,1407,2160
15693,"Santa Rosa de Viterbo",2018,5129,7937
15693,"Santa Rosa de Viterbo",2019,5187,8018
15693,"Santa Rosa de Viterbo",2020,5219,8106
15693,"Santa Rosa de Viterbo",2021,5193,8226
15693,"Santa Rosa de Viterbo",2022,5164,8340
15693,"Santa Rosa de Viterbo",2023,5136,8452
15696,"Santa Sofía",2018,2160,1019
15696,"Santa Sofía",2019,2159,1036
15696,"Santa Sofía",2020,2161,1051
15696,"Santa Sofía",2021,2150,1085
15696,"Santa Sofía",2022,2138,1117
15696,"Santa Sofía",2023,2127,1148
15720,"Sativanorte",2018,1541,680
15720,"Sativanorte",2019,1498,679
15720,"Sativanorte",2020,1471,682
15720,"Sativanorte",2021,1463,705
15720,"Sativanorte",2022,1455,727
15720,"Sativanorte",2023,1447,748
15723,"Sativasur",2018,795,302
15723,"Sativasur",2019,794,306
15723,"Sativasur",2020,795,310
15723,"Sativasur",2021,791,322
15723,"Sativasur",2022,787,333
15723,"Sativasur",2023,782,345
15740,"Siachoque",2018,5612,1117
15740,"Siachoque",2019,5623,1124
15740,"Siachoque",2020,5639,1135
15740,"Siachoque",2021,5610,1212
15740,"Siachoque",2022,5580,1285
15740,"Siachoque",2023,5550,1358
15753,"Soatá",2018,2659,6407
15753,"Soatá",2019,2538,6370
15753,"Soatá",2020,2451,6381
15753,"Soatá",2021,2438,6456
15753,"Soatá",2022,2425,6526
15753,"Soatá",2023,2412,6594
15755,"Socotá",2018,5870,1428
15755,"Socotá",2019,5777,1454
15755,"Socotá",2020,5734,1477
15755,"Socotá",2021,5704,1558
15755,"Socotá",2022,5672,1636
15755,"Socotá",2023,5642,1711
15757,"Socha",2018,3702,4236
15757,"Socha",2019,3716,4302
15757,"Socha",2020,3729,4357
15757,"Socha",2021,3710,4433
15757,"Socha",2022,3690,4505
15757,"Socha",2023,3670,4575
15759,"Sogamoso",2018,15420,111815
15759,"Sogamoso",2019,15327,114019
15759,"Sogamoso",2020,15074,116031
15759,"Sogamoso",2021,14995,117064
15759,"Sogamoso",2022,14912,117983
15759,"Sogamoso",2023,14832,118884
15761,"Somondoco",2018,2255,655
15761,"Somondoco",2019,2230,657
15761,"Somondoco",2020,2218,662
15761,"Somondoco",2021,2206,694
15761,"Somondoco",2022,2194,725
15761,"Somondoco",2023,2182,755
15762,"Sora",2018,2533,486
15762,"Sora",2019,2555,495
15762,"Sora",2020,2573,504
15762,"Sora",2021,2560,539
15762,"Sora",2022,2546,572
15762,"Sora",2023,2532,606
15763,"Sotaquirá",2018,7257,905
15763,"Sotaquirá",2019,7323,914
15763,"Sotaquirá",2020,7385,920
15763,"Sotaquirá",2021,7348,1016
15763,"Sotaquirá",2022,7307,1110
15763,"Sotaquirá",2023,7268,1201
15764,"Soracá",2018,4493,1461
15764,"Soracá",2019,4499,1516
15764,"Soracá",2020,4508,1560
15764,"Soracá",2021,4485,1626
15764,"Soracá",2022,4461,1689
15764,"Soracá",2023,4437,1751
15774,"Susacón",2018,2113,604
15774,"Susacón",2019,2097,607
15774,"Susacón",2020,2092,612
15774,"Susacón",2021,2078,645
15774,"Susacón",2022,2067,673
15774,"Susacón",2023,2055,702
15776,"Sutamarchán",2018,3989,2103
15776,"Sutamarchán",2019,3990,2174
15776,"Sutamarchán",2020,3995,2233
15776,"Sutamarchán",2021,3975,2298
15776,"Sutamarchán",2022,3953,2360
15776,"Sutamarchán",2023,3932,2420
15778,"Sutatenza",2018,3501,732
15778,"Sutatenza",2019,3485,739
15778,"Sutatenza",2020,3474,748
15778,"Sutatenza",2021,3454,798
15778,"Sutatenza",2022,3435,844
15778,"Sutatenza",2023,3416,889
15790,"Tasco",2018,4257,1625
15790,"Tasco",2019,4194,1629
15790,"Tasco",2020,4151,1641
15790,"Tasco",2021,4129,1704
15790,"Tasco",2022,4106,1764
15790,"Tasco",2023,4084,1822
15798,"Tenza",2018,2724,1127
15798,"Tenza",2019,2692,1136
15798,"Tenza",2020,2673,1148
15798,"Tenza",2021,2659,1189
15798,"Tenza",2022,2644,1228
15798,"Tenza",2023,2630,1266
15804,"Tibaná",2018,7322,1729
15804,"Tibaná",2019,7336,1749
15804,"Tibaná",2020,7349,1770
15804,"Tibaná",2021,7312,1872
15804,"Tibaná",2022,7272,1970
15804,"Tibaná",2023,7233,2066
15806,"Tibasosa",2018,8702,4238
15806,"Tibasosa",2019,8864,4332
15806,"Tibasosa",2020,8978,4418
15806,"Tibasosa",2021,8932,4561
15806,"Tibasosa",2022,8883,4696
15806,"Tibasosa",2023,8836,4827
15808,"Tinjacá",2018,2529,737
15808,"Tinjacá",2019,2554,759
15808,"Tinjacá",2020,2573,778
15808,"Tinjacá",2021,2560,815
15808,"Tinjacá",2022,2546,851
15808,"Tinjacá",2023,2532,886
15810,"Tipacoque",2018,2386,937
15810,"Tipacoque",2019,2360,939
15810,"Tipacoque",2020,2345,945
15810,"Tipacoque",2021,2333,980
15810,"Tipacoque",2022,2320,1014
15810,"Tipacoque",2023,2307,1048
15814,"Toca",2018,4558,4209
15814,"Toca",2019,4533,4298
15814,"Toca",2020,4513,4380
15814,"Toca",2021,4489,4467
15814,"Toca",2022,4465,4548
15814,"Toca",2023,4441,4627
15816,"Togüí",2018,3718,617
15816,"Togüí",2019,3710,620
15816,"Togüí",2020,3710,625
15816,"Togüí",2021,3691,675
15816,"Togüí",2022,3671,722
15816,"Togüí",2023,3651,769
15820,"Tópaga",2018,2563,1054
15820,"Tópaga",2019,2587,1073
15820,"Tópaga",2020,2606,1091
15820,"Tópaga",2021,2593,1131
15820,"Tópaga",2022,2579,1168
15820,"Tópaga",2023,2565,1206
15822,"Tota",2018,4325,854
15822,"Tota",2019,4334,872
15822,"Tota",2020,4344,889
15822,"Tota",2021,4322,948
15822,"Tota",2022,4298,1005
15822,"Tota",2023,4275,1061
15832,"Tununguá",2018,1284,256
15832,"Tununguá",2019,1296,263
15832,"Tununguá",2020,1306,270
15832,"Tununguá",2021,1299,288
15832,"Tununguá",2022,1292,306
15832,"Tununguá",2023,1285,322
15835,"Turmequé",2018,4046,2072
15835,"Turmequé",2019,4040,2091
15835,"Turmequé",2020,4042,2114
15835,"Turmequé",2021,4021,2179
15835,"Turmequé",2022,3999,2240
15835,"Turmequé",2023,3978,2299
15837,"Tuta",2018,5946,2320
15837,"Tuta",2019,5975,2394
15837,"Tuta",2020,6002,2459
15837,"Tuta",2021,5972,2551
15837,"Tuta",2022,5939,2638
15837,"Tuta",2023,5907,2722
15839,"Tutazá",2018,1871,169
15839,"Tutazá",2019,1866,171
15839,"Tutazá",2020,1866,173
15839,"Tutazá",2021,1857,196
15839,"Tutazá",2022,1846,220
15839,"Tutazá",2023,1836,243
15842,"Umbita",2018,6511,1019
15842,"Umbita",2019,6493,1041
15842,"Umbita",2020,6492,1060
15842,"Umbita",2021,6459,1146
15842,"Umbita",2022,6424,1230
15842,"Umbita",2023,6389,1312
15861,"Ventaquemada",2018,13361,2345
15861,"Ventaquemada",2019,13503,2417
15861,"Ventaquemada",2020,13614,2479
15861,"Ventaquemada",2021,13545,2665
15861,"Ventaquemada",2022,13471,2842
15861,"Ventaquemada",2023,13398,3015
15879,"Viracachá",2018,2411,426
15879,"Viracachá",2019,2394,423
15879,"Viracachá",2020,2387,422
15879,"Viracachá",2021,2373,456
15879,"Viracachá",2022,2359,488
15879,"Viracachá",2023,2347,517
15897,"Zetaquira",2018,3466,1163
15897,"Zetaquira",2019,3434,1187
15897,"Zetaquira",2020,3416,1209
15897,"Zetaquira",2021,3398,1260
15897,"Zetaquira",2022,3379,1308
15897,"Zetaquira",2023,3361,1355
17000,"Caldas",2018,257390,740865
17000,"Caldas",2019,253162,755182
17000,"Caldas",2020,249508,768945
17000,"Caldas",2021,246210,781104
17000,"Caldas",2022,243573,792882
17000,"Caldas",2023,241700,804718
17001,"Manizales",2018,29169,405234
17001,"Manizales",2019,27335,413273
17001,"Manizales",2020,25227,420933
17001,"Manizales",2021,24893,425181
17001,"Manizales",2022,24627,429450
17001,"Manizales",2023,24436,434006
17013,"Aguadas",2018,11291,11532
17013,"Aguadas",2019,11252,11655
17013,"Aguadas",2020,11245,11803
17013,"Aguadas",2021,11098,12147
17013,"Aguadas",2022,10980,12472
17013,"Aguadas",2023,10895,12783
17042,"Anserma",2018,15865,20284
17042,"Anserma",2019,15836,20569
17042,"Anserma",2020,15815,20876
17042,"Anserma",2021,15609,21396
17042,"Anserma",2022,15442,21893
17042,"Anserma",2023,15323,22370
17050,"Aranzazu",2018,3732,6825
17050,"Aranzazu",2019,3629,6904
17050,"Aranzazu",2020,3560,6996
17050,"Aranzazu",2021,3513,7133
17050,"Aranzazu",2022,3475,7266
17050,"Aranzazu",2023,3449,7395
17088,"Belalcázar",2018,6077,4583
17088,"Belalcázar",2019,5993,4641
17088,"Belalcázar",2020,5943,4707
17088,"Belalcázar",2021,5865,4876
17088,"Belalcázar",2022,5803,5034
17088,"Belalcázar",2023,5758,5183
17174,"Chinchiná",2018,6701,44570
17174,"Chinchiná",2019,6367,45406
17174,"Chinchiná",2020,6047,46220
17174,"Chinchiná",2021,5967,46748
17174,"Chinchiná",2022,5903,47281
17174,"Chinchiná",2023,5858,47837
17272,"Filadelfia",2018,7574,3877
17272,"Filadelfia",2019,7497,3902
17272,"Filadelfia",2020,7462,3938
17272,"Filadelfia",2021,7365,4133
17272,"Filadelfia",2022,7286,4314
17272,"Filadelfia",2023,7230,4481
17380,"La Dorada",2018,9369,62536
17380,"La Dorada",2019,9327,63645
17380,"La Dorada",2020,9264,64742
17380,"La Dorada",2021,9143,65512
17380,"La Dorada",2022,9045,66274
17380,"La Dorada",2023,8976,67067
17388,"La Merced",2018,3852,2151
17388,"La Merced",2019,3745,2171
17388,"La Merced",2020,3685,2197
17388,"La Merced",2021,3636,2296
17388,"La Merced",2022,3597,2388
17388,"La Merced",2023,3570,2473
17433,"Manzanares",2018,7707,10221
17433,"Manzanares",2019,7468,10337
17433,"Manzanares",2020,7319,10475
17433,"Manzanares",2021,7222,10724
17433,"Manzanares",2022,7145,10961
17433,"Manzanares",2023,7090,11190
17442,"Marmato",2018,7924,964
17442,"Marmato",2019,8052,983
17442,"Marmato",2020,8167,1000
17442,"Marmato",2021,8060,1187
17442,"Marmato",2022,7974,1356
17442,"Marmato",2023,7913,1506
17444,"Marquetalia",2018,6897,6348
17444,"Marquetalia",2019,6870,6498
17444,"Marquetalia",2020,6852,6638
17444,"Marquetalia",2021,6763,6843
17444,"Marquetalia",2022,6690,7037
17444,"Marquetalia",2023,6639,7220
17446,"Marulanda",2018,1784,823
17446,"Marulanda",2019,1760,805
17446,"Marulanda",2020,1748,796
17446,"Marulanda",2021,1725,841
17446,"Marulanda",2022,1707,882
17446,"Marulanda",2023,1694,920
17486,"Neira",2018,9460,11564
17486,"Neira",2019,9251,11789
17486,"Neira",2020,9110,12004
17486,"Neira",2021,8989,12306
17486,"Neira",2022,8893,12591
17486,"Neira",2023,8825,12866
17495,"Norcasia",2018,2015,4007
17495,"Norcasia",2019,1994,4081
17495,"Norcasia",2020,1975,4153
17495,"Norcasia",2021,1949,4232
17495,"Norcasia",2022,1928,4307
17495,"Norcasia",2023,1914,4381
17513,"Pácora",2018,7895,7430
17513,"Pácora",2019,7804,7492
17513,"Pácora",2020,7759,7565
17513,"Pácora",2021,7658,7797
17513,"Pácora",2022,7576,8017
17513,"Pácora",2023,7518,8225
17524,"Palestina",2018,10592,4963
17524,"Palestina",2019,10546,5052
17524,"Palestina",2020,10543,5138
17524,"Palestina",2021,10405,5410
17524,"Palestina",2022,10294,5662
17524,"Palestina",2023,10215,5894
17541,"Pensilvania",2018,12202,7706
17541,"Pensilvania",2019,11954,7827
17541,"Pensilvania",2020,11802,7953
17541,"Pensilvania",2021,11630,8294
17541,"Pensilvania",2022,11502,8600
17541,"Pensilvania",2023,11413,8882
17614,"Riosucio",2018,32698,18077
17614,"Riosucio",2019,32993,18378
17614,"Riosucio",2020,33294,18662
17614,"Riosucio",2021,32859,19552
17614,"Riosucio",2022,32508,20370
17614,"Riosucio",2023,32258,21128
17616,"Risaralda",2018,6598,4217
17616,"Risaralda",2019,6346,4294
17616,"Risaralda",2020,6198,4370
17616,"Risaralda",2021,6116,4543
17616,"Risaralda",2022,6050,4703
17616,"Risaralda",2023,6004,4853
17653,"Salamina",2018,8108,11359
17653,"Salamina",2019,7960,11427
17653,"Salamina",2020,7852,11541
17653,"Salamina",2021,7744,11815
17653,"Salamina",2022,7659,12074
17653,"Salamina",2023,7600,12323
17662,"Samaná",2018,14530,5924
17662,"Samaná",2019,14077,6039
17662,"Samaná",2020,13817,6150
17662,"Samaná",2021,13634,6504
17662,"Samaná",2022,13488,6829
17662,"Samaná",2023,13385,7128
17665,"San José",2018,3553,1282
17665,"San José",2019,3570,1305
17665,"San José",2020,3588,1328
17665,"San José",2021,3541,1417
17665,"San José",2022,3503,1499
17665,"San José",2023,3476,1574
17777,"Supía",2018,15149,13493
17777,"Supía",2019,15265,13756
17777,"Supía",2020,15355,14008
17777,"Supía",2021,15155,14465
17777,"Supía",2022,14993,14891
17777,"Supía",2023,14877,15294
17867,"Victoria",2018,5861,4296
17867,"Victoria",2019,5880,4375
17867,"Victoria",2020,5901,4450
17867,"Victoria",2021,5824,4616
17867,"Victoria",2022,5762,4771
17867,"Victoria",2023,5717,4917
17873,"Villamaría",2018,8758,55894
17873,"Villamaría",2019,8402,57787
17873,"Villamaría",2020,8039,59390
17873,"Villamaría",2021,7932,60088
17873,"Villamaría",2022,7848,60777
17873,"Villamaría",2023,7787,61498
17877,"Viterbo",2018,2029,10705
17877,"Viterbo",2019,1989,10791
17877,"Viterbo",2020,1941,10912
17877,"Viterbo",2021,1915,11048
17877,"Viterbo",2022,1895,11183
17877,"Viterbo",2023,1880,11324
18000,"Caquetá",2018,143569,258280
18000,"Caquetá",2019,143419,262723
18000,"Caquetá",2020,143511,267010
18000,"Caquetá",2021,143718,271123
18000,"Caquetá",2022,144293,274982
18000,"Caquetá",2023,145179,278678
18001,"Florencia",2018,20407,147939
18001,"Florencia",2019,20464,150300
18001,"Florencia",2020,20475,152536
18001,"Florencia",2021,20508,154331
18001,"Florencia",2022,20592,156114
18001,"Florencia",2023,20717,157923
18029,"Albania",2018,2615,2060
18029,"Albania",2019,2403,2088
18029,"Albania",2020,2279,2117
18029,"Albania",2021,2282,2160
18029,"Albania",2022,2291,2198
18029,"Albania",2023,2305,2233
18094,"Belén de Los Andaquíes",2018,4268,6753
18094,"Belén de Los Andaquíes",2019,4236,6866
18094,"Belén de Los Andaquíes",2020,4208,6973
18094,"Belén de Los Andaquíes",2021,4213,7084
18094,"Belén de Los Andaquíes",2022,4230,7188
18094,"Belén de Los Andaquíes",2023,4256,7286
18150,"Cartagena del Chairá",2018,14965,15434
18150,"Cartagena del Chairá",2019,14864,15914
18150,"Cartagena del Chairá",2020,14837,16314
18150,"Cartagena del Chairá",2021,14856,16624
18150,"Cartagena del Chairá",2022,14916,16901
18150,"Cartagena del Chairá",2023,15007,17157
18205,"Curillo",2018,2332,5261
18205,"Curillo",2019,2334,5349
18205,"Curillo",2020,2340,5432
18205,"Curillo",2021,2344,5510
18205,"Curillo",2022,2353,5585
18205,"Curillo",2023,2367,5658
18247,"El Doncello",2018,5772,13522
18247,"El Doncello",2019,5799,13457
18247,"El Doncello",2020,5817,13467
18247,"El Doncello",2021,5826,13658
18247,"El Doncello",2022,5849,13843
18247,"El Doncello",2023,5885,14022
18256,"El Paujil",2018,9178,8858
18256,"El Paujil",2019,9246,9005
18256,"El Paujil",2020,9320,9144
18256,"El Paujil",2021,9334,9325
18256,"El Paujil",2022,9371,9488
18256,"El Paujil",2023,9429,9636
18410,"La Montañita",2018,12247,2467
18410,"La Montañita",2019,12127,2535
18410,"La Montañita",2020,12083,2609
18410,"La Montañita",2021,12099,2745
18410,"La Montañita",2022,12147,2856
18410,"La Montañita",2023,12222,2945
18460,"Milán",2018,8722,1001
18460,"Milán",2019,8835,1003
18460,"Milán",2020,8942,1010
18460,"Milán",2021,8955,1102
18460,"Milán",2022,8991,1174
18460,"Milán",2023,9046,1230
18479,"Morelia",2018,1691,2007
18479,"Morelia",2019,1689,2029
18479,"Morelia",2020,1697,2050
18479,"Morelia",2021,1700,2086
18479,"Morelia",2022,1706,2120
18479,"Morelia",2023,1717,2151
18592,"Puerto Rico",2018,12053,14464
18592,"Puerto Rico",2019,11739,14590
18592,"Puerto Rico",2020,11553,14729
18592,"Puerto Rico",2021,11568,14986
18592,"Puerto Rico",2022,11614,15224
18592,"Puerto Rico",2023,11686,15445
18610,"San José del Fragua",2018,6505,6292
18610,"San José del Fragua",2019,6439,6510
18610,"San José del Fragua",2020,6406,6693
18610,"San José del Fragua",2021,6414,6823
18610,"San José del Fragua",2022,6440,6939
18610,"San José del Fragua",2023,6480,7045
18753,"San Vicente del Caguán",2018,27287,23432
18753,"San Vicente del Caguán",2019,27524,24190
18753,"San Vicente del Caguán",2020,27655,24938
18753,"San Vicente del Caguán",2021,27697,25452
18753,"San Vicente del Caguán",2022,27807,25910
18753,"San Vicente del Caguán",2023,27978,26326
18756,"Solano",2018,8432,2782
18756,"Solano",2019,8541,2818
18756,"Solano",2020,8652,2851
18756,"Solano",2021,8665,2960
18756,"Solano",2022,8700,3049
18756,"Solano",2023,8753,3124
18785,"Solita",2018,2544,3672
18785,"Solita",2019,2537,3743
18785,"Solita",2020,2531,3815
18785,"Solita",2021,2534,3878
18785,"Solita",2022,2544,3936
18785,"Solita",2023,2560,3991
18860,"Valparaíso",2018,4551,2336
18860,"Valparaíso",2019,4642,2326
18860,"Valparaíso",2020,4716,2332
18860,"Valparaíso",2021,4723,2399
18860,"Valparaíso",2022,4742,2457
18860,"Valparaíso",2023,4771,2506
19000,"Cauca",2018,918586,545902
19000,"Cauca",2019,932079,546328
19000,"Cauca",2020,945310,546627
19000,"Cauca",2021,957884,546160
19000,"Cauca",2022,970294,545724
19000,"Cauca",2023,982479,545597
19001,"Popayán",2018,51498,266561
19001,"Popayán",2019,54891,267100
19001,"Popayán",2020,58088,267389
19001,"Popayán",2021,58868,269271
19001,"Popayán",2022,59631,271119
19001,"Popayán",2023,60378,273004
19022,"Almaguer",2018,17103,1346
19022,"Almaguer",2019,16956,1307
19022,"Almaguer",2020,16894,1283
19022,"Almaguer",2021,17117,1205
19022,"Almaguer",2022,17339,1129
19022,"Almaguer",2023,17557,1058
19050,"Argelia",2018,23444,2700
19050,"Argelia",2019,23671,2705
19050,"Argelia",2020,23881,2707
19050,"Argelia",2021,24197,2603
19050,"Argelia",2022,24510,2503
19050,"Argelia",2023,24818,2410
19075,"Balboa",2018,15715,5393
19075,"Balboa",2019,15861,5409
19075,"Balboa",2020,16017,5420
19075,"Balboa",2021,16229,5379
19075,"Balboa",2022,16439,5341
19075,"Balboa",2023,16645,5308
19100,"Bolívar",2018,33028,5020
19100,"Bolívar",2019,32399,4928
19100,"Bolívar",2020,32118,4876
19100,"Bolívar",2021,32542,4747
19100,"Bolívar",2022,32964,4622
19100,"Bolívar",2023,33378,4507
19110,"Buenos Aires",2018,30218,1218
19110,"Buenos Aires",2019,30534,1220
19110,"Buenos Aires",2020,30827,1222
19110,"Buenos Aires",2021,31234,1077
19110,"Buenos Aires",2022,31639,929
19110,"Buenos Aires",2023,32036,791
19130,"Cajibío",2018,39812,2202
19130,"Cajibío",2019,40232,2207
19130,"Cajibío",2020,40624,2209
19130,"Cajibío",2021,41161,2022
19130,"Cajibío",2022,41694,1833
19130,"Cajibío",2023,42218,1655
19137,"Caldono",2018,37772,2174
19137,"Caldono",2019,38720,2178
19137,"Caldono",2020,39589,2181
19137,"Caldono",2021,40120,1992
19137,"Caldono",2022,40640,1807
19137,"Caldono",2023,41150,1634
19142,"Caloto",2018,24884,5297
19142,"Caloto",2019,24835,5308
19142,"Caloto",2020,24901,5315
19142,"Caloto",2021,25230,5227
19142,"Caloto",2022,25557,5142
19142,"Caloto",2023,25878,5066
19212,"Corinto",2018,12406,12880
19212,"Corinto",2019,12672,12670
19212,"Corinto",2020,12910,12530
19212,"Corinto",2021,13083,12560
19212,"Corinto",2022,13253,12594
19212,"Corinto",2023,13419,12634
19256,"El Tambo",2018,50888,3003
19256,"El Tambo",2019,50831,3009
19256,"El Tambo",2020,50757,3012
19256,"El Tambo",2021,51428,2770
19256,"El Tambo",2022,52094,2535
19256,"El Tambo",2023,52748,2316
19290,"Florencia",2018,3978,1224
19290,"Florencia",2019,4028,1226
19290,"Florencia",2020,4075,1228
19290,"Florencia",2021,4129,1217
19290,"Florencia",2022,4182,1207
19290,"Florencia",2023,4235,1197
19300,"Guachené",2018,13191,6480
19300,"Guachené",2019,13320,6530
19300,"Guachené",2020,13433,6587
19300,"Guachené",2021,13611,6569
19300,"Guachené",2022,13787,6553
19300,"Guachené",2023,13960,6542
19318,"Guapi",2018,13684,13932
19318,"Guapi",2019,13659,13960
19318,"Guapi",2020,13721,13975
19318,"Guapi",2021,13902,14015
19318,"Guapi",2022,14082,14057
19318,"Guapi",2023,14259,14104
19355,"Inzá",2018,27571,1308
19355,"Inzá",2019,27862,1308
19355,"Inzá",2020,28135,1306
19355,"Inzá",2021,28507,1174
19355,"Inzá",2022,28876,1042
19355,"Inzá",2023,29239,917
19364,"Jambaló",2018,15946,1895
19364,"Jambaló",2019,16323,1917
19364,"Jambaló",2020,16636,1932
19364,"Jambaló",2021,16859,1861
19364,"Jambaló",2022,17078,1791
19364,"Jambaló",2023,17292,1727
19392,"La Sierra",2018,8927,1822
19392,"La Sierra",2019,8873,1801
19392,"La Sierra",2020,8878,1777
19392,"La Sierra",2021,8995,1745
19392,"La Sierra",2022,9112,1713
