"iso3","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"LKA",2015,2481.25,11890.5,25.6642,21.0131,5.36474,0.919811,5.00768,680000000,1.065
"LKA",2008,1825,8274.18,25.3828,24.8415,31.1391,0.712803,5.95009,750000000,0.581
"LKA",2009,10062.5,8507.59,26.3702,21.3284,3.58455,0.695753,3.53891,400000000,0.815
"LKA",2017,40287.5,12584.1,26.0869,21.8315,11.347,1.13022,3.57817,1400000000,1.157
"LKA",2011,3181.25,9827.62,25.7433,20.8968,8.89315,0.672689,8.40473,960000000,0.85
"LKA",2010,3256.25,9126.87,26.8946,19.5523,6.92839,0.68456,8.01597,480000000,1.177
"LKA",2014,20043.8,11428.1,26.3996,21.0888,4.82894,0.933208,4.9607,890000000,1.052
"LKA",2007,1775,7865.37,24.0047,29.115,20.2031,0.738872,6.79683,600000000,0.665
"MDG",2014,324438,1540.74,25.0831,28.2819,5.41083,2.70101,3.3392,370000000,0.686
"MDG",2013,76381.3,1531.78,25.6803,23.2722,4.95658,2.71324,2.30038,570000000,0.629
"MDG",2005,24443.8,1559.88,32.0355,24.3194,26.9904,2.95392,4.75585,85000000,0.61
"MDG",2008,18337.5,1700.7,21.053,27.7072,10.5622,2.85566,6.71263,1100000000,0.441
"MDG",2012,22706.3,1538.52,32.8624,21.7807,5.16978,2.73395,3.01115,810000000,0.726
"MDG",2004,10556.3,1533.7,37.3342,19.4573,20.34,2.98666,5.257,53000000,0.405
"MDG",2017,129294,1584.42,44.9139,30.9026,9.30073,2.67981,3.93331,460000000,1.206
"MDG",2007,35868.8,1639.88,31.4857,27.7962,14.1302,2.88822,5.71056,790000000,0.625
"MDG",2011,59075,1534.94,33.2244,22.7196,13.3925,2.7619,1.57843,820000000,0.956
"MDG",2016,197619,1565.87,39.1491,29.0926,6.1975,2.68818,3.99315,540000000,0.921
"MDG",2006,20331.3,1596.75,34.6989,27.4869,4.2351,2.92115,5.39851,290000000,0.739
"MDG",2018,109344,1591.97,42.7856,31.536,10.8622,2.66952,3.19436,610000000,0.861
"MDG",2015,76431.3,1546.77,30.1117,28.3906,6.51872,2.69414,3.1323,330000000,0.976
"MDG",2010,49768.8,1553.41,26.7071,21.8744,6.43091,2.79268,0.61924,910000000,1.055
"MDG",2009,40475,1587.57,28.8447,20.3758,8.27911,2.82346,-3.97871,1300000000,0.797
"MEX",2018,11081.3,19928.4,7.46176,39.2576,4.82999,1.12641,2.19499,38000000000,1.167
"MEX",2013,21918.8,18600.4,6.25309,31.3057,5.22135,1.31556,1.35409,51000000000,0.723
"MEX",2016,21312.5,19539.3,7.54166,37.0422,4.46856,1.20326,2.63053,39000000000,1.278
"MEX",2017,139138,19721.3,7.73248,37.6516,6.96662,1.16397,2.11313,33000000000,1.547
"MEX",2014,9787.5,18887.6,6.26488,31.8734,4.74276,1.27769,2.84977,29000000000,0.827
"MEX",2007,7725,18462.8,5.32722,27.5272,6.63792,1.48606,2.29145,31000000000,0.434
"MEX",2011,46962.5,18186.2,6.12362,31.0367,4.36428,1.39479,3.66301,24000000000,0.973
"MEX",2015,21562.5,19268.9,6.83651,34.5249,4.00845,1.24116,3.29315,36000000000,1.089
"MEX",2009,68381.3,17169,6.86565,27.155,8.87577,1.47676,-5.28574,20000000000,1.029
"MEX",2012,10293.8,18594.9,5.75692,32.2656,8.12125,1.35529,3.64232,18000000000,0.882
"MEX",2005,26781.3,17788.6,5.36038,26.2325,5.43932,1.41582,2.30781,26000000000,0.743
"MEX",2006,8281.25,18319.5,5.39,27.3252,3.66631,1.45621,4.49508,22000000000,0.877
"MEX",2008,12218.8,18396.8,5.49973,27.7015,8.13771,1.49537,1.14358,30000000000,0.505
"MEX",2004,2681.25,17635.2,5.39777,25.8403,7.20178,1.38147,3.92059,25000000000,0.305
"MEX",2010,15887.5,17790,5.94307,29.6977,3.3248,1.43814,5.11812,31000000000,0.246
"MLI",2012,12762.5,2007.81,6.18324,27.8563,8.17291,2.95251,-0.836735,400000000,0.486
"MLI",2013,4193.75,1995.16,NA,24.9405,-3.25935,2.90105,2.29507,310000000,1.054
"MLI",2014,7931.25,2075.4,NA,22.5555,-0.220928,2.90194,7.08468,140000000,0.932
"MLI",2015,16106.3,2139.74,NA,24.0437,3.01857,2.936,6.1718,280000000,1.182
"MLI",2016,18768.8,2198.56,9.9332,23.4429,-3.21648,2.97544,5.8523,360000000,1.261
"MLI",2017,237.5,2246.8,13.0937,22.2141,2.19618,2.9992,5.30546,560000000,1.524
"MLI",2018,187.5,2283.7,7.14216,24.5224,2.52523,3.00807,4.74648,470000000,1.197
"MLI",2004,1881.25,1899.08,6.82004,23.6772,-7.07468,3.17364,1.56,85000000,1.281
"MLI",2005,13031.3,1958.82,5.95549,22.9889,11.8736,3.23303,6.53478,160000000,1.466
"MLI",2006,4312.5,1983.71,5.84961,28.4289,-0.086434,3.29427,4.66219,150000000,1.155
"MLI",2007,9881.25,1985.62,6.98013,24.1521,1.8336,3.33734,3.49362,210000000,0.994
"MLI",2008,6081.25,2012.28,7.04687,25.1442,13.096,3.32912,4.77315,270000000,0.616
"MLI",2009,1368.75,2041.33,NA,21.7133,3.79124,3.26113,4.80632,650000000,1.032
"MLI",2010,4068.75,2082.96,5.42788,22.8372,3.37556,3.15863,5.31394,370000000,1.725
"MLI",2011,3381.25,2085.42,5.66125,22.7262,5.09631,3.04461,3.21313,560000000,1.298
"MMR",2008,30575,2303.8,NA,21.2225329430168,31.6146,0.619107,11.0743,860000000,0.463
"MMR",2010,254063,2762.61,17.311,10.6237,3.85024,0.695009,10.0693,900000000,1.188
"MMR",2004,84781.3,1473.02,NA,25.7370898942684,15.4721,0.859415,13.6953,210000000,0.587
"MMR",2007,78668.8,2086.99,NA,34.6538723769438,28.8851,0.647843,12.5005,710000000,0.456
"MMR",2006,33087.5,1867.15,NA,32.2174392652499,15.5787,0.71474,13.3069,280000000,0.773
"MMR",2009,123975,2527.39,NA,28.6361525233392,16.2305,0.640298,10.4098,1100000000,0.898
"MMR",2017,44793.8,4224.54,32.2179,25.9427,4.48465,0.633901,5.75006,4800000000,1.28
"MMR",2011,28143.8,2947.66,28.4051,9.10475,3.70748,0.767362,7.52006,2500000000,0.508
"MMR",2013,93056.3,3330.47,28.5617,15.8181,5.15917,0.849772,7.89867,2300000000,0.94
"MMR",2018,23968.8,4467.86,26.0454,28.3597,6.56148,0.608452,6.40498,1800000000,1.024
"MMR",2014,77156.3,3574.03,26.9033,19.8761,6.93108,0.822704,8.19966,2200000000,0.799
"MMR",2012,72837.5,3113.01,33.516,6.08815,3.57492,0.82632,6.48575,1300000000,0.878
"MMR",2005,131344,1659.69,NA,38.3840078388024,5.56846,0.790537,13.5669,230000000,0.906
"MMR",2016,60668.8,4020.24,37.3233,22.9752,9.42721,0.689474,10.5078,3300000000,1.339
"MMR",2015,90831.3,3663.14,31.9017,20.4639,13.0507,0.762012,3.27728,4100000000,1.115
"MOZ",2013,22237.5,1165.41,16.7109,26.7439,5.35405,2.76904,6.96361,6700000000,0.394
"MOZ",2015,60768.8,1262.61,19.7989,31.0782,5.22351,2.83475,6.72328,3900000000,0.911
"MOZ",2012,73637.5,1120.13,16.4857,28.884,3.13377,2.75316,7.25844,5600000000,0.641
"MOZ",2010,12862.5,1027.21,15.7458,28.444,15.3768,2.74366,6.50235,1300000000,0.871
"MOZ",2014,16868.8,1217.09,15.0401,31.284,3.83483,2.79857,7.39851,5000000000,0.616
"MOZ",2016,87931.3,1273.78,15.4945,33.5453,27.2586,2.87208,3.82421,3100000000,1.141
"MOZ",2009,20531.3,991.323,23.2103,27.1188,7.13278,2.73696,6.3182,930000000,0.478
"MOZ",2011,21475,1073.48,20.4972,30.0982,13.3089,2.74932,7.41738,3700000000,0.622
"MOZ",2007,9743.75,917.795,11.127,27.4349,11.2534,2.77521,7.72975,420000000,0.619
"MOZ",2004,500,792.727,16.0351,25.697,11.5672,2.95346,7.91641,480000000,0.492
"MOZ",2017,11675,1283.66,10.8038,38.5791,16.947,2.90067,3.74132,2300000000,0.806
"MOZ",2008,24850,958.283,14.6918,26.5162,18.7135,2.74547,7.31776,640000000,0.302
"MOZ",2018,15068.8,1289.74,12.0626,44.87,0.036924,2.91362,3.44381,1700000000,0.723
"MOZ",2005,56100,821.346,14.0297,27.0953,7.8261,2.88789,6.64591,120000000,1.072
"MOZ",2006,16093.8,875.917,15.3215,27.1869,11.8263,2.82012,9.69437,250000000,0.505
"MRT",2004,0,4307.26,32.8682,23.2693,8.90722,2.83285,4.73276,400000000,1.385
"MRT",2005,0,4544.87,24.7506,26.7532,12.6543,2.84928,8.56629,810000000,1.304
"MRT",2006,0,5226.51,NA,42.3641,9.04426,2.85901,18.3332,150000000,1.347
"MRT",2007,0,4978.62,12.932,40.5232,8.21815,2.86995,-1.96942,140000000,0.968
"MRT",2009,0,4687.58,17.0703,37.2457,7.04303,2.90532,0.097876,-3100000,0.845
"MRT",2010,93.75,4671.64,14.5227,45.7393,5.58574,2.92697,2.62023,130000000,1.905
"MRT",2011,0,4725.33,17.64,50.1828,6.36888,2.94532,4.17278,590000000,1.549
"MRT",2012,93.75,4792.84,23.4881,48.2614,4.31759,2.95452,4.47001,1400000000,0.854
"MRT",2008,12.5,4821.04,11.5269,41.6029,10.014,2.8846,-0.331079,340000000,1.254
"MRT",2018,31.25,5193.39,53.6547,34.2762,4.20358,2.78009,4.52675,770000000,1.122
"MRT",2014,0,4908.11,31.5734,37.3892,5.06066,2.92719,4.27482,500000000,1.326
"MRT",2013,43.75,4846.71,18.8301,45.5486,4.40406,2.94921,4.15081,1100000000,1.414
"MRT",2016,50,4944.57,38.753,33.9251,2.27748,2.85599,1.26091,270000000,1.702
"MRT",2017,0,5108.55,42.7622,34.5057,3.09907,2.81923,6.27055,590000000,2.101
"MRT",2015,37.5,5024.47,38.4749,30.1951,5.67062,2.8937,5.37634,500000000,1.381
"MUS",2017,275,21415.1,39.0852,42.4518,3.8211,0.090187,3.81415,480000000,1.21
"MUS",2018,143.75,22208.1,36.166,40.9634,3.38016,0.054547,3.75968,460000000,0.913
"MUS",2012,693.75,18015,37.0336,53.7922,2.17176,0.277321,3.49612,590000000,0.603
"MUS",2013,800,18579.4,40.3228,48.4174,3.39528,0.220399,3.36041,290000000,0.688
"MUS",2014,256.25,19240.2,36.5722,48.8461,4.66862,0.181061,3.74458,460000000,0.724
"MUS",2015,187.5,19897.5,33.1753,47.8622,3.16745,0.132433,3.55307,220000000,1.058
"MUS",2016,500,20646.9,37.7382,44.2503,1.16827,0.068723,3.83793,380000000,0.971
"MUS",2006,581.25,14166,27.6691,58.4439,10.0162,0.466404,4.86554,110000000,0.171
"MUS",2007,500,14909.2,28.6422,55.8675,15.569,0.455526,5.72702,340000000,0.362
"MUS",2008,168.75,15655.6,28.0647,51.0705,15.8804,0.361631,5.38696,380000000,0.088
"MUS",2009,318.75,16131.7,34.1237,47.6772,4.17747,0.265538,3.31508,260000000,0.718
"MUS",2011,1025,17454.8,34.3258,52.4441,5.85328,0.16014,4.07754,430000000,0.826
"MUS",2010,1481.25,16797.8,38.9649,51.2377,3.71789,0.237887,4.3772,430000000,1.012
"MUS",2004,593.75,13414,26.9635,53.3231,6.24505,0.627104,4.33002,14000000,0.191
"MUS",2005,675,13571.8,32.6213,59.0245,5.83165,0.5921,1.77754,42000000,0.261
"MWI",2004,543.75,1100.11,78.2311,22.3601496672478,7.51886,2.48267,5.4205,110000000,0.892
"MWI",2005,2693.75,1106.91,79.496,14.7962278390062,17.2778,2.60056,3.26873,140000000,1.474
"MWI",2006,662.5,1127.87,82.8952,18.861376691362,15.5512,2.71695,4.7,36000000,1.014
"MWI",2007,287.5,1202.04,85.5757,38.1491542652445,7.3865,2.79789,9.6,120000000,1.101
"MWI",2008,2050,1257.48,85.7874,31.9550501290573,6.96304,2.85276,7.63974,200000000,0.539
"MWI",2009,1131.25,1323.62,86.6877,23.9252337126193,7.3406,2.87399,8.32811,49000000,0.705
"MWI",2010,1062.5,1374.57,76.4243,25.9155619443103,5.0396,2.87065,6.87407,97000000,0.996
"MWI",2011,5162.5,1400.59,75.7307,28.184668456571,3.12892,2.8645,4.85405,810000000,0.717
"MWI",2012,7668.75,1386.79,74.9932,29.7649848387267,19.4398,2.85868,1.8858,-8900000,0.942
"MWI",2013,2381.25,1418.07,75.96,25.2268961742969,22.952,2.8385,5.2,450000000,0.68
"MWI",2014,2781.25,1457.47,69.2158,18.6980239280904,13.5664,2.80304,5.7,600000000,1.013
"MWI",2015,7831.25,1457.5,77.2397,24.9742594506122,23.9273,2.75941,2.8,290000000,1.054
"MWI",2016,7556.25,1453.78,83.7292,18.8485997221454,26.7375,2.70968,2.48404,120000000,1.442
"MWI",2017,1150,1472.15,89.6913,25.984130065625,12.1869,2.66645,4.00003,90000000,1.35
"MWI",2018,1006.25,1496.73,91.5267,17.1163874452529,12.7453,2.64175,4.39169,77000000,1.038
"MYS",2004,249600,17538.5,7.94828,115.373,2.1969,1.97173,6.78344,4400000000,0.692
"MYS",2015,388706,24787.8,10.8344,69.4487,3.62833,1.3448,5.09153,9900000000,1.218
"MYS",2005,295419,18114.1,6.94073,112.899,3.63235,1.9653,5.33214,3900000000,0.891
"MYS",2017,310825,26661.5,11.0281,70.0117,4.17488,1.35949,5.81272,9400000000,1.185
"MYS",2018,288419,27577.4,9.13588,68.555,1.36267,1.35196,4.84306,8300000000,1.184
"MYS",2014,645363,23906.2,11.1081,73.7935,3.34693,1.34047,6.00672,11000000000,1.028
"MYS",2016,384119,25541.8,11.5486,66.7754,3.8747,1.35736,4.44978,13000000000,1.661
"MYS",2006,285219,18752.5,6.95529,112.185,3.37024,1.97082,5.58485,7700000000,0.628
"MYS",2007,343825,19547,9.21812,106.168,3.02109,1.95921,6.29879,9100000000,0.686
"MYS",2008,372531,20103.5,11.6467,99.4996,8.8328,1.91137,4.83177,7600000000,0.571
"MYS",2013,375063,22855.9,10.9929,75.629,3.56045,1.36918,4.69372,11000000000,1.001
"MYS",2010,382569,20536.4,11.8765,86.9303,2.40991,1.69101,7.42485,11000000000,0.985
"MYS",2011,377506,21289.3,13.9723,85.2554,4.80654,1.55804,5.29391,15000000000,0.614
"MYS",2012,429625,22132.2,12.5085,79.2999,2.69454,1.44574,5.47345,8900000000,0.787
"MYS",2009,395200,19443,11.2133,91.4168,4.26262,1.81568,-1.51353,110000000,0.785
"NAM",2008,337.5,8805.41,22.3412,53.6534,16.7545,1.82064,2.64981,750000000,0.918
"NAM",2009,356.25,8671.66,23.7383,51.5632,10.6861,1.8261,0.295971,830000000,0.725
"NAM",2010,243.75,9031.16,24.8342,48.282,3.18992,1.80189,6.03925,290000000,1.594
"NAM",2011,1162.5,9324.53,24.3955,45.5398,4.92547,1.76921,5.09134,800000000,0.013
"NAM",2012,31.25,9626.54,27.0839,40.0583,9.06536,1.75021,5.06168,1000000000,0.429
"NAM",2013,150,9990.75,23.7707,37.502,6.51348,1.74921,5.61472,780000000,1.376
"NAM",2014,143.75,10413.3,19.3926,39.0171,8.27504,1.77154,6.09252,450000000,1.039
"NAM",2015,6.25,10662.8,26.7382,35.3708,5.63702,1.8079,4.26417,840000000,1.706
"NAM",2016,50,10471.3,30.1243,35.0095,10.7517,1.84655,0.033794,360000000,2.051
"NAM",2017,12.5,10171.4,31.8486,33.6208,5.68697,1.87286,-1.02725,280000000,1.463
"NAM",2018,31.25,10087.5,29.5511,35.8826,3.19584,1.88328,1.05994,230000000,2.053
"NAM",2004,75,7942.56,29.412,39.7979,0.978517,1.51179,12.2695,220000000,1.077
"NAM",2005,681.25,8014.97,30.8105,40.4086,1.32647,1.59018,2.52926,390000000,0.982
"NAM",2006,50,8438.22,25.5699,45.3668,6.48415,1.68828,7.07318,610000000,-0.019
"NAM",2007,487.5,8735.71,23.5785,49.8552,11.8807,1.76975,5.37404,670000000,0.894
"NCL",2004,362.5,21174.4836341488,3.22309,21.9937,1.4974,1.52146,3.85307213261354,27000000,0.393
"NCL",2005,762.5,18224.067754228,3.00875,21.4672,1.27014,1.51847,4.41826276867073,-6700000,0.241
"NCL",2006,468.75,15438.9130242765,2.58652,23.8931,2.25337,1.49575,1.39454041593466,750000000,0.139
"NCL",2007,237.5,19452.3723380043,1.49536,27.3847,2.10695,1.47371,3.12146923906419,420000000,0.613
"NCL",2008,25,16302.2277536892,1.98117,18.5542,2.76256,1.45231,0.973499227965479,1700000000,0.603
"NCL",2009,193.75,17870.5327710752,1.31281,15.4007,2.92476,1.30962,1.7875428192758,1200000000,0.375
"NCL",2010,18.75,20246.8864044688,1.72875,20.1995,1.53581,1.53322,1.88605700102306,1400000000,0.709
"NCL",2011,87.5,20259.3285549277,1.46214,20.0908,4.3424,1.82509,1.69321534429275,1800000000,0.465
"NCL",2012,75,21483.6615825931,1.84882,17.7585,1.97996,1.81168,3.77390908989766,2700000000,0.341
"NCL",2013,125,17795.5625593678,2.05406,15.7231,1.89531,1.77944,3.57456996354985,2200000000,0.497
"NCL",2014,112.5,12409.7393969563,1.63122,18.5862,0.145262,1.65511,2.1353770070366,1800000000,0.486
"NCL",2015,1437.5,19520.1664965438,1.3594,18.0692,1.87349,0.242199,1.22420125014481,1200000000,0.685
"NCL",2016,806.25,23460.3980297526,NA,19.2655,1.749,0.241613,3.86875183127232,810000000,1.381
"NCL",2017,7431.25,22948.2949513274,NA,21.0087,1.42226,0.241031,0.525210666395945,410000000,1.165
"NCL",2018,543.75,30970.0405145328,NA,61.6751437202179,-0.182782,0.240451,0.992913863603224,250000000,0.809
"NER",2009,587.5,991.698,29.9721,14.9779,8.58955,3.80967,1.9626,630000000,1.51
"NER",2010,50,1036.16,18.3609,16.1844,2.103,3.84417,8.57817,800000000,1.754
"NER",2011,231.25,1020.26,12.6179,15.2896,3.45949,3.87641,2.35776,1100000000,1.167
"NER",2012,118.75,1084.76,16.0622,16.1006,3.20871,3.89874,10.5489,840000000,0.797
"NER",2013,200,1098.64,7.85117,16.979,4.4526,3.90732,5.31513,720000000,1.017
"NER",2014,12.5,1126.81,11.5168,15.9459,-1.22077,3.89985,6.64214,820000000,1.204
"NER",2015,1156.25,1131.52,14.0674,14.2684,0.440288,3.88145,4.39265,530000000,1.083
"NER",2016,12.5,1151.18,37.3363,12.1833,-1.14268,3.85984,5.74089,300000000,1.247
"NER",2017,6.25,1163.23,60.0285,13.2944,3.38728,3.839,5.00136,340000000,1.08
"NER",2018,6.25,1200.4,47.1698,11.8353,-0.754097,3.81674,7.2108,470000000,1.256
"NER",2004,0,929.217,43.1983,14.2586,-1.18617,3.70907,0.363802,24000000,0.732
"NER",2005,18.75,960.85,29.9959,14.4114,15.3323,3.72793,7.33187,50000000,1.361
"NER",2006,18.75,980.455,34.0009,13.8704,-1.8464,3.74206,5.93105,40000000,1.366
"NER",2007,68.75,973.983,26.5028,13.0665,-0.468941,3.75658,3.14272,99000000,1.069
"NER",2008,143.75,1010.38,43.3686,13.1805,20.4594,3.77853,7.73141,280000000,0.486
"NGA",2013,33187.5,5329.12,5.05133,18.0499,9.51355,2.67691,6.67134,5600000000,0.985
"NGA",2014,13293.8,5516.39,1.87246,18.4351,9.45128,2.66501,6.30972,4700000000,1.056
"NGA",2016,21100,5284.89,1.96528,9.21811,14.6517,2.62768,-1.61687,3500000000,1.206
"NGA",2010,50075,4932.33,3.33907,25.6606,14.9003,2.67144,8.00566,6000000000,1.515
"NGA",2011,73275,5056.89,1.79587,31.6169,10.2412,2.67789,5.30792,8800000000,0.949
"NGA",2015,144350,5514.77,2.89425,10.6663,9.85163,2.64741,2.65269,3100000000,1.234
"NGA",2004,14993.8,3854.01,NA,20.2538,10.6673,2.55966,9.25056,1900000000,0.801
"NGA",2017,36118.8,5190.36,1.83076,13.1716,19.5367,2.60767,0.805887,2400000000,1.191
"NGA",2008,61350,4458.62,1.28815,25.6701,15.8366,2.64987,6.76447,8200000000,0.672
"NGA",2012,138825,5131.37,5.35439,31.5466,11.1915,2.68093,4.23006,7100000000,0.613
"NGA",2005,31662.5,3997.44,NA,21.034,23.2215,2.58569,6.43852,5000000000,1.271
"NGA",2018,7250,5155.08,1.98274,15.4969,14.4091,2.58655,1.92276,780000000,1.089
"NGA",2007,50875,4288.27,1.62312,21.2363,2.17687,2.63217,6.59113,6000000000,0.906
"NGA",2009,19018.8,4690.38,4.5339,18.6303,14.8107,2.66292,8.03693,8600000000,1.399
"NGA",2006,33868.8,4130.4,0.055381,29.5161,5.95004,2.61084,6.05943,4900000000,1.297
"NIC",2004,175,4200.21,79.8609,23.0599,8.16475,1.36654,5.31217,250000000,0.501
"NIC",2005,87.5,4320.68,80.5052,24.3821,11.4504,1.36553,4.2824,240000000,0.789
"NIC",2006,193.75,4438.86,79.3491,31.2669,9.60042,1.37077,4.1532,290000000,0.613
"NIC",2007,1087.5,4600.54,80.5326,33.0637,13.1371,1.37449,5.07666,380000000,0.761
"NIC",2012,1118.75,5083.29,48.7817,47.4693,8.64314,1.33769,6.49603,780000000,0.654
"NIC",2013,2431.25,5263.41,44.5655,45.2142,9.41427,1.32724,4.92683,970000000,1.232
"NIC",2014,3712.5,5443.24,47.4677,45.0083,7.85349,1.31539,4.78585,1100000000,0.768
"NIC",2015,5931.25,5630.3,47.6539,40.084,4.87333,1.30198,4.79209,970000000,0.984
"NIC",2016,2643.75,5811.81,44.1307,38.8822,1.52176,1.28899,4.56295,990000000,1.28
"NIC",2017,1462.5,6004.01,48.861,41.3391,0.598726,1.27473,4.63253,1000000000,0.984
"NIC",2018,4193.75,5729.68,46.5648,42.2769,4.19672,1.25538,-3.36369,840000000,0.847
"NIC",2010,10406.3,4611.79,77.6058,40.4668,5.69861,1.35737,4.41048,490000000,0.748
"NIC",2011,2268.75,4837.5,75.2982,45.0171,9.13961,1.34694,6.31671,940000000,0.605
"NIC",2008,731.25,4693.59,48.3518,34.4704,24.1109,1.37457,3.43474,630000000,0.492
"NIC",2009,1075,4477.34,81.3497,33.9817,13.6482,1.36867,-3.29282,430000000,0.737
"OMN",2008,0,39620.8,2.50333,64.9528,22.6162,3.46899,8.20008,3000000000,0.648
"OMN",2009,50,40212,3.09632,60.4973,0.348207,4.45166,6.1124,1500000000,0.846
"OMN",2010,12.5,38679,2.58738,59.0944,1.78091,5.58643,1.71399,1200000000,1.223
"OMN",2011,87.5,37231.9,2.30345,63.9165,4.63027,6.66646,2.89461,1600000000,0.999
"OMN",2017,218.75,33308.5,4.15358,45.7153,0.551428,4.08381,0.304058,2900000000,1.589
"OMN",2018,50,32594.7,3.5309,50.6213,-0.687385,3.44517,1.2871,5900000000,1.282
"OMN",2015,0,34564.9,4.22503,49.6512,-0.813,5.79059,5.01706,-2200000000,1.417
"OMN",2016,293.75,34591.7,5.03912,41.3189,-1.16776,4.84573,5.04642,2300000000,1.118
"OMN",2004,37.5,36515.8,3.29338,57.0276,1.3004,2.45724,1.29221,110000000,0.825
"OMN",2005,206.25,36445.5,2.6147,63.1643,4.4478,2.65228,2.49022,1500000000,0.91
"OMN",2006,31.25,37369.1,2.00329,61.5316,6.2519,2.7299,5.37189,1600000000,0.955
"OMN",2007,56.25,37910.6,2.09338,62.6821,10.9863,2.91774,4.45268,3300000000,0.766
"OMN",2012,25,37670.7,2.10347,62.7227,2.16695,7.32062,8.86312,1400000000,0.919
"OMN",2013,31.25,36831.1,2.47937,66.0305,2.7577,7.34958,5.2277,1600000000,0.658
"OMN",2014,6.25,34875.8,2.64959,61.4396,1.74969,6.73889,1.29225,1300000000,0.735
"PAN",2004,1462.5,15491,83.7983,57.7677,1.63172,1.86162,7.52208,1300000000,0.479
"PAN",2005,2181.25,16301.5,85.0582,64.5008,2.5673,1.84459,7.19128,1100000000,0.509
"PAN",2007,2200,19125.6,83.7114,71.4585,6.70345,1.81144,11.984,2200000000,0.461
"PAN",2008,3893.75,20636.9,83.832,78.0891,14.9143,1.79443,9.85565,2400000000,0.248
"PAN",2009,10312.5,20525.6,81.5501,69.814,5.90685,1.77615,1.24299,1100000000,0.767
"PAN",2010,2581.25,21343.3,65.3976,70.0428,2.87287,1.75792,5.82799,2500000000,0.784
"PAN",2006,2306.25,17391.1,84.3451,66.1735,1.31409,1.82843,8.65247,2900000000,0.55
"PAN",2011,2637.5,23349.2,5.46504,78.2305,5.90427,1.73597,11.3136,4400000000,0.393
"PAN",2012,4493.75,25196.3,2.87497,75.1912,8.08401,1.71611,9.77883,3400000000,0.792
"PAN",2013,5068.75,26480.6,3.96247,65.1614,5.76282,1.70426,6.90344,3800000000,0.912
"PAN",2014,3725,27352.5,4.89148,55.3573,3.2816,1.70267,5.06661,5000000000,0.703
"PAN",2015,5868.75,28431,4.44106,47.6849,-0.775288,1.7073,5.73269,5100000000,1.009
"PAN",2016,7431.25,29332.4,8.61884,41.973,1.47018,1.71343,4.95343,5200000000,0.917
"PAN",2017,7087.5,30446.8,5.24817,41.8037,-0.53468,1.71154,5.59133,4100000000,0.711
"PAN",2018,2231.25,31039.1,NA,42.791,-0.633774,1.69263,3.68534,5300000000,1.071
"PER",2004,75681.3,7136.35,19.2635,22.9122,3.37321,0.916462,4.9582,1600000000,0.675
"PER",2015,71337.5,12110.3,21.7387,21.2873,4.65612,1.25616,3.25224,8300000000,1.197
"PER",2005,93931.3,7519.03,17.0111,26.8488,3.01778,0.871919,6.28506,2600000000,0.789
"PER",2006,57012.5,8017.25,14.6867,30.5366,1.75136,0.843037,7.5289,3500000000,0.776
"PER",2016,93900,12403.7,20.8423,22.6003,3.67607,1.48316,3.95332,6700000000,1.338
"PER",2017,327375,12506.5,19.4164,24.7199,2.8375,1.66193,2.51884,6900000000,0.889
"PER",2014,137575,11877.1,20.1196,22.607,3.00235,1.05702,2.38216,3900000000,0.785
"PER",2013,104256,11724,15.8482,24.8083,2.15477,0.901465,5.85252,9800000000,0.608
"PER",2010,100913,10066.5,15.5459,27.8262,3.14508,0.812926,8.33246,8500000000,1.078
"PER",2007,61200,8629.26,13.6935,31.5221,2.4729,0.818626,8.51839,5500000000,0.559
"PER",2018,117294,12781.4,20.2173,25.1947,-1.59695,1.71827,3.96916,6200000000,0.685
"PER",2012,134738,11176.1,15.7161,27.4496,5.40569,0.825158,6.13972,14000000000,0.824
"PER",2011,111281,10616.8,16.1654,30.5028,4.62496,0.811896,6.32719,7700000000,0.774
"PER",2008,82112.5,9341.23,15.6835,29.7276,6.13766,0.805943,9.12657,6900000000,0.584
"PER",2009,92237.5,9368.05,17.0671,26.4421,6.72712,0.80322,1.09582,6400000000,0.851
"PHL",2016,146731,7705.05,8.35774,26.673,1.58232,1.5071,7.14946,8300000000,1.422
"PHL",2017,32237.5,8120.87,9.31222,29.5523,3.05031,1.44528,6.93099,10000000000,1.05
"PHL",2004,17800,4908.06,5.8521,41.8268,6.03482,1.97735,6.56923,590000000,0.586
"PHL",2005,49012.5,5054.24,6.06998,41.23,6.35664,1.88937,4.9425,1700000000,0.671
"PHL",2007,18656.3,5474.68,5.90829,38.0142,3.70327,1.7111,6.51929,2900000000,0.754
"PHL",2015,111850,7300.14,7.73146,27.2081,1.91377,1.57936,6.34831,5600000000,0.964
"PHL",2014,72300,6973.64,10.2054,27.3545,5.77024,1.64668,6.34799,5700000000,0.775
"PHL",2009,12262.5,5606.59,7.65785,30.2195,6.40464,1.64986,1.44832,2100000000,0.578
"PHL",2006,11656.3,5228.32,5.46092,41.2455,5.1698,1.79372,5.31642,2700000000,0.716
"PHL",2018,30050,8516.14,8.65788,30.2136,6.84113,1.39597,6.34149,9900000000,1.076
"PHL",2013,56162.5,6666.25,10.4217,26.1774,2.54098,1.69209,6.75053,3700000000,0.914
"PHL",2008,13275,5618.48,7.43742,33.3568,12.931,1.65996,4.34449,1300000000,0.423
