"","iso3","continent","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"717","ISR","asia",2015,531.25,37306.1,2.82858,31.4824,0.064054,1.98129,2.27968,1.1e+10,1.412
"718","ISR","asia",2016,375,38214.5,2.87137,30.1855,-1.22255,1.96035,4.46275,1.2e+10,1.701
"719","ISR","asia",2017,31.25,39121.3,3.12066,29.4458,0.029129,1.93873,4.37704,1.7e+10,0.82
"720","ISR","asia",2018,31.25,39903.4,2.97956,29.998,0.940573,1.92662,3.98342,2.2e+10,2.089
"721","JAM","latin",2012,556.25,9433.85,22.2552,30.1837,10.7793,0.571485,-0.613636,4.1e+08,0.489
"722","JAM","latin",2013,893.75,9427.68,21.2864,30.5759,12.5996,0.581741,0.517686,5.4e+08,0.754
"723","JAM","latin",2014,856.25,9438.48,22.0895,31.2546,8.55199,0.572985,0.689822,5.8e+08,0.973
"724","JAM","latin",2015,9868.75,9473.11,18.4867,29.9217,7.75289,0.551044,0.921487,9.2e+08,1.07
"725","JAM","latin",2016,600,9553.1,27.8588,31.8134,4.08892,0.525007,1.37522,9.3e+08,1.257
"726","JAM","latin",2017,1431.25,9600.1,27.0821,34.6571,4.45721,0.501315,0.997123,8.9e+08,0.978
"727","JAM","latin",2018,443.75,9734.86,17.2743,38.5638,4.09486,0.478338,1.88992,7.7e+08,1.185
"728","JAM","latin",2008,581.25,10113.2,14.7264,41.9433,30.7081,0.491524,-0.811737,1.4e+09,0.329
"729","JAM","latin",2009,831.25,9625.38,27.0728,34.4796,13.2879,0.500924,-4.3453,4.9e+08,0.594
"730","JAM","latin",2010,1262.5,9435.76,24.5399,31.3353,10.0809,0.521735,-1.45715,1.9e+08,1.002
"731","JAM","latin",2011,375,9546.49,22.0018,30.3686,7.71014,0.548863,1.73038,1.7e+08,0.354
"732","JAM","latin",2006,1356.25,10152.2,16.8217,40.1315,6.37217,0.52468,2.89913,8.4e+08,0.811
"733","JAM","latin",2007,481.25,10246.2,15.7047,39.7287,11.8888,0.500305,1.43195,8.1e+08,0.719
"734","JAM","latin",2004,2825,9884.24,22.6263,37.544,14.312,0.573343,1.32373,5.6e+08,0.735
"735","JAM","latin",2005,4743.75,9918.05,17.4937,35.2732,19.5055,0.548325,0.893798,6.4e+08,0.823
"736","KEN","africa",2004,1206.25,3229.22,51.8857,26.6103,17.8365,2.72078,5.1043,4.6e+07,0.656
"737","KEN","africa",2005,925,3327.55,37.6442,28.509,16.5012,2.73925,5.90667,2.1e+07,0.729
"738","KEN","africa",2006,2856.25,3446.55,42.5797,22.9849,22.1152,2.75792,6.47249,5.1e+07,0.734
"739","KEN","africa",2007,337.5,3582.11,42.7507,21.919,17.9937,2.76855,6.85073,7.3e+08,0.456
"740","KEN","africa",2008,1112.5,3492.43,44.1453,22.6741,24.4365,2.76726,0.232283,9.6e+07,0.727
"741","KEN","africa",2009,10525,3510.03,43.7217,18.7749,22.6157,2.75085,3.30694,1.2e+08,1.296
"742","KEN","africa",2010,550,3691.01,46.8892,20.1244,5.72094,2.72259,8.05847,1.8e+08,1.084
"743","KEN","africa",2011,5368.75,3776.91,NA,21.5495,20.4079,2.69374,5.12111,1.5e+09,1.02
"744","KEN","africa",2012,3106.25,3845.69,NA,19.8649,10.5293,2.66281,4.56868,1.4e+09,0.898
"745","KEN","africa",2013,525,3888.57,45.4833,17.7922,7.29373,2.6186,3.79785,1.1e+09,0.805
"746","KEN","africa",2014,4618.75,3980.59,NA,16.4728,8.72254,2.5594,5.02011,8.2e+08,0.9
"747","KEN","africa",2015,9843.75,4075.5,43.4873,15.1287,11.3683,2.49177,4.96772,6.2e+08,1.013
"748","KEN","africa",2016,14393.8,4145.64,44.8617,13.2497,10.0969,2.42082,4.21352,6.8e+08,1.131
"749","KEN","africa",2017,19500,4203.58,51.3088,12.7367,13.5087,2.35648,3.81551,1.3e+09,1.393
"750","KEN","africa",2018,1818.75,4339,51.2184,12.542,1.40737,2.30574,5.6291,1.6e+09,0.527
"751","KHM","asia",2005,117619,2120.55,0.914088,64.0847,9.58425,1.57089,13.2501,3.8e+08,0.77
"752","KHM","asia",2008,39600,2640.63,0.660354,65.5433,33.6282,1.47937,6.69158,8.2e+08,0.467
"753","KHM","asia",2009,62006.3,2603.58,0.780355,49.2208,-0.793712,1.49959,0.086697,9.3e+08,0.442
"754","KHM","asia",2006,28487.5,2313.34,0.607191,68.5932,7.81202,1.52782,10.7711,4.8e+08,0.749
"755","KHM","asia",2004,50418.8,1902.1,1.08782,63.6059,7.86286,1.62259,10.3405,1.3e+08,0.617
"756","KHM","asia",2010,167038,2716.7,1.4388,54.0828,4.34403,1.53915,5.96308,1.4e+09,1.212
"757","KHM","asia",2017,79393.8,3928.37,4.77713,60.682,3.41693,1.53027,6.9969,2.8e+09,1.091
"758","KHM","asia",2018,67556.3,4159.34,5.15407,61.5957,2.45474,1.49034,7.46917,3.2e+09,0.759
"759","KHM","asia",2007,51637.5,2511.9,0.721845,65.326,13.7802,1.48946,10.2126,8.7e+08,0.628
"760","KHM","asia",2013,211969,3191.86,5.84088,62.3879,3.87049,1.64984,7.35667,2.1e+09,1.014
"761","KHM","asia",2014,218794,3364.28,5.26718,62.6035,4.90525,1.63812,7.14257,1.9e+09,0.623
"762","KHM","asia",2015,238094,3541.38,4.76986,61.7184,4.02601,1.60368,6.9658,1.8e+09,1.108
"763","KHM","asia",2016,180550,3728.1,4.50896,61.2815,5.58777,1.56521,6.93331,2.5e+09,1.484
"764","KHM","asia",2011,148075,2862.91,2.6378,54.0808,6.47413,1.58885,7.06957,1.5e+09,0.394
"765","KHM","asia",2012,120419,3022.6,3.49194,57.8898,3.24373,1.63044,7.31335,2e+09,0.863
"766","LAO","asia",2012,37150,5489.04,14.8337,37.8767,5.67735,1.51601,8.0261,6.2e+08,0.998
"767","LAO","asia",2009,41343.8,4542.18,NA,30.0831,2.24645,1.67267,7.50177,3.2e+08,0.699
"768","LAO","asia",2011,78918.8,5158.84,12.2846,40.3432,10.3744,1.56228,8.03865,3e+08,0.171
"769","LAO","asia",2008,29587.5,4296.48,NA,33.1541,10.9004,1.6959,7.8249,2.3e+08,0.338
"770","LAO","asia",2018,28187.5,7592.83,17.1747,36.8863881741243,1.23592,1.54795,6.24796,1.4e+09,0.894
"771","LAO","asia",2010,73475,4850.18,24.3203,35.384,8.25744,1.62205,8.52691,2.8e+08,1.405
"772","LAO","asia",2014,38737.5,6193.34,17.3429,40.7545,6.9758,1.494,7.61196,8.7e+08,0.758
"773","LAO","asia",2013,36643.8,5841.88,14.1627,38.1731,12.5625,1.4905,8.0263,6.8e+08,1.189
"774","LAO","asia",2007,46112.5,4052.84,NA,33.6143,8.53708,1.67716,7.59683,3.2e+08,0.656
"775","LAO","asia",2006,27831.3,3830.4,NA,38.1551,9.07591,1.62794,8.61927,1.9e+08,0.936
"776","LAO","asia",2004,23793.8,3399.35,NA,24.9121,12.4823,1.52259,6.3577,1.7e+07,0.491
"777","LAO","asia",2015,92287.5,6543.67,21.0585,33.9523,4.54312,1.51557,7.27007,1.1e+09,1.413
"778","LAO","asia",2005,33662.5,3584.32,NA,28.9637,13.7473,1.56788,7.10757,2.8e+07,0.961
"779","LAO","asia",2017,38918.8,7257.81,20.8154,39.3761735003086,-0.071175,1.55353,6.89253,1.7e+09,1.192
"780","LAO","asia",2016,22587.5,6896.13,29.3358,33.2094,4.30334,1.54103,7.02284,9.4e+08,1.44
"781","LBR","africa",2008,512.5,1414.85,NA,33.7000836595573,25.0408,4.12949,7.14569,2.8e+08,1.17
"782","LBR","africa",2009,937.5,1431.79,NA,49.3900593314929,2.81713,3.97407,5.30054,1.3e+08,1.377
"783","LBR","africa",2010,225,1465.56,NA,40.2267305318685,7.31947,3.59016,6.09983,2.1e+09,1.395
"784","LBR","africa",2011,1281.25,1535.98,NA,46.9212734420847,11.3221,3.18884,8.20077,2.1e+09,1.059
"785","LBR","africa",2004,393.75,1219.41,NA,36.553879466001,7.76109,1.88648,2.61985,7.5e+07,0.897
"786","LBR","africa",2005,187.5,1250.92,NA,41.287318617657,10.9829,2.59577,5.28121,8.3e+07,1.077
"787","LBR","africa",2006,450,1306.44,NA,47.559301709315,8.50128,3.39399,8.04391,1.1e+08,1.095
"788","LBR","africa",2007,1406.25,1376.16,NA,39.2658633769981,18.8,3.90854,9.53528,1.3e+08,1.022
"789","LBR","africa",2012,6725,1611.35,NA,41.5694959446295,10.357,2.9001,7.99382,2.3e+09,0.847
"790","LBR","africa",2013,1443.75,1704.88,NA,41.5438065972514,10.3528,2.68802,8.68729,2e+09,0.954
"791","LBR","africa",2014,3362.5,1673.06,NA,29.5457327558751,8.98628,2.58316,0.701393,5e+08,0.918
"792","LBR","africa",2015,4450,1630.58,NA,46.2759597601932,10.3,2.55277,-0.018565,2.3e+08,1.338
"793","LBR","africa",2016,5718.75,1565.14,NA,29.3759371192169,7.85937,2.52931,-1.55496,3.1e+08,1.54
"794","LBR","africa",2017,1875,1564.2,NA,40.9342655489956,6.45145,2.48556,2.45516,2.5e+08,1.572
"795","LBR","africa",2018,1481.25,1543.97,NA,15.4687874347373,20.9074,2.45259,1.15758,1.3e+08,1.345
"796","LBY","africa",2004,56.25,18048.9,NA,63.756,-2.51328,1.58189,4.46163,3.6e+08,0.684
"797","LBY","africa",2005,50,19883.5,NA,63.7168,6.51032,1.53715,11.8707,1e+09,0.663
"798","LBY","africa",2006,37.5,20858.5,NA,73.5597,7.85562,1.5106,6.50055,2.1e+09,0.745
"799","LBY","africa",2007,225,21857.1,0.001862,72.699,15.269,1.48232,6.35232,4.7e+09,0.759
"800","LBY","africa",2012,100,18806.8,NA,74.6225,-3.11435,0.611387,123.14,1.4e+09,0.699
"801","LBY","africa",2013,100,16160.1,NA,70.4337,3.81073,0.548926,-13.6,7e+08,1.151
"802","LBY","africa",2014,81.25,12201.2,NA,47.0143,4.47365,0.657434,-24,0,1.211
"803","LBY","africa",2015,6.25,11022.4,NA,39.9667,18.2438,0.88067,-8.86204,0,0.685
"804","LBY","africa",2016,50,10592.4,0.242008,26.1384,30.3375,1.14397,-2.79547,0,1.587
"805","LBY","africa",2017,143.75,13238,0.242008,49.9424,34.9121,1.35493,26.6809,0,0.265
"806","LBY","africa",2018,162.5,15018,0.151545,56.9491,20.1265,1.47585,15.1328,0,1.646
"807","LBY","africa",2008,25,22129.2,0.002577,72.5074,14.0663,1.39536,2.66736,4.1e+09,0.784
"808","LBY","africa",2011,487.5,8479.95,NA,54.8294,16.2187,0.799853,-62.0759,0,0.782
"809","LBY","africa",2010,156.25,22539.9,0.001942,65.605,2.88111,1.0328,5.02129,1.8e+09,1.988
"810","LBY","africa",2009,187.5,21685,0.005876,59.236,3.16222,1.23431,-0.790142,1.4e+09,0.67
"811","LKA","asia",2005,1075,6944.23,22.2301,32.3369,11.5853,0.810826,6.24175,2.7e+08,0.916
"812","LKA","asia",2013,4100,10990.1,26.4996,20.3204,7.96119,0.780301,3.39573,9.3e+08,0.958
"813","LKA","asia",2018,23918.8,12860.3,NA,23.0385,-0.106098,1.04839,3.272,1.6e+09,0.888
"814","LKA","asia",2016,33625,12287.5,25.1289,21.174,3.143,1.10498,4.48663,9e+08,1.441
"815","LKA","asia",2004,1625,6589.46,20.6246,35.3309,9.02574,0.844926,5.44506,2.3e+08,0.842
"816","LKA","asia",2012,15062.5,10712.4,26.3608,19.8165,4.80266,0.129847,9.14457,9.4e+08,1
"817","LKA","asia",2006,2087.5,7419.41,22.4118,30.1285,8.8782,0.769552,7.66829,4.8e+08,0.679
"818","LKA","asia",2015,2481.25,11890.5,25.6642,21.0131,5.36474,0.919811,5.00768,6.8e+08,1.065
"819","LKA","asia",2008,1825,8274.18,25.3828,24.8415,31.1391,0.712803,5.95009,7.5e+08,0.581
"820","LKA","asia",2009,10062.5,8507.59,26.3702,21.3284,3.58455,0.695753,3.53891,4e+08,0.815
"821","LKA","asia",2017,40287.5,12584.1,26.0869,21.8315,11.347,1.13022,3.57817,1.4e+09,1.157
"822","LKA","asia",2011,3181.25,9827.62,25.7433,20.8968,8.89315,0.672689,8.40473,9.6e+08,0.85
"823","LKA","asia",2010,3256.25,9126.87,26.8946,19.5523,6.92839,0.68456,8.01597,4.8e+08,1.177
"824","LKA","asia",2014,20043.8,11428.1,26.3996,21.0888,4.82894,0.933208,4.9607,8.9e+08,1.052
"825","LKA","asia",2007,1775,7865.37,24.0047,29.115,20.2031,0.738872,6.79683,6e+08,0.665
"826","MDG","africa",2014,324438,1540.74,25.0831,28.2819,5.41083,2.70101,3.3392,3.7e+08,0.686
"827","MDG","africa",2013,76381.3,1531.78,25.6803,23.2722,4.95658,2.71324,2.30038,5.7e+08,0.629
"828","MDG","africa",2005,24443.8,1559.88,32.0355,24.3194,26.9904,2.95392,4.75585,8.5e+07,0.61
"829","MDG","africa",2008,18337.5,1700.7,21.053,27.7072,10.5622,2.85566,6.71263,1.1e+09,0.441
"830","MDG","africa",2012,22706.3,1538.52,32.8624,21.7807,5.16978,2.73395,3.01115,8.1e+08,0.726
"831","MDG","africa",2004,10556.3,1533.7,37.3342,19.4573,20.34,2.98666,5.257,5.3e+07,0.405
"832","MDG","africa",2017,129294,1584.42,44.9139,30.9026,9.30073,2.67981,3.93331,4.6e+08,1.206
"833","MDG","africa",2007,35868.8,1639.88,31.4857,27.7962,14.1302,2.88822,5.71056,7.9e+08,0.625
"834","MDG","africa",2011,59075,1534.94,33.2244,22.7196,13.3925,2.7619,1.57843,8.2e+08,0.956
"835","MDG","africa",2016,197619,1565.87,39.1491,29.0926,6.1975,2.68818,3.99315,5.4e+08,0.921
"836","MDG","africa",2006,20331.3,1596.75,34.6989,27.4869,4.2351,2.92115,5.39851,2.9e+08,0.739
"837","MDG","africa",2018,109344,1591.97,42.7856,31.536,10.8622,2.66952,3.19436,6.1e+08,0.861
"838","MDG","africa",2015,76431.3,1546.77,30.1117,28.3906,6.51872,2.69414,3.1323,3.3e+08,0.976
"839","MDG","africa",2010,49768.8,1553.41,26.7071,21.8744,6.43091,2.79268,0.61924,9.1e+08,1.055
"840","MDG","africa",2009,40475,1587.57,28.8447,20.3758,8.27911,2.82346,-3.97871,1.3e+09,0.797
"841","MEX","latin",2018,11081.3,19928.4,7.46176,39.2576,4.82999,1.12641,2.19499,3.8e+10,1.167
"842","MEX","latin",2013,21918.8,18600.4,6.25309,31.3057,5.22135,1.31556,1.35409,5.1e+10,0.723
"843","MEX","latin",2016,21312.5,19539.3,7.54166,37.0422,4.46856,1.20326,2.63053,3.9e+10,1.278
"844","MEX","latin",2017,139138,19721.3,7.73248,37.6516,6.96662,1.16397,2.11313,3.3e+10,1.547
"845","MEX","latin",2014,9787.5,18887.6,6.26488,31.8734,4.74276,1.27769,2.84977,2.9e+10,0.827
"846","MEX","latin",2007,7725,18462.8,5.32722,27.5272,6.63792,1.48606,2.29145,3.1e+10,0.434
"847","MEX","latin",2011,46962.5,18186.2,6.12362,31.0367,4.36428,1.39479,3.66301,2.4e+10,0.973
"848","MEX","latin",2015,21562.5,19268.9,6.83651,34.5249,4.00845,1.24116,3.29315,3.6e+10,1.089
"849","MEX","latin",2009,68381.3,17169,6.86565,27.155,8.87577,1.47676,-5.28574,2e+10,1.029
"850","MEX","latin",2012,10293.8,18594.9,5.75692,32.2656,8.12125,1.35529,3.64232,1.8e+10,0.882
"851","MEX","latin",2005,26781.3,17788.6,5.36038,26.2325,5.43932,1.41582,2.30781,2.6e+10,0.743
"852","MEX","latin",2006,8281.25,18319.5,5.39,27.3252,3.66631,1.45621,4.49508,2.2e+10,0.877
"853","MEX","latin",2008,12218.8,18396.8,5.49973,27.7015,8.13771,1.49537,1.14358,3e+10,0.505
"854","MEX","latin",2004,2681.25,17635.2,5.39777,25.8403,7.20178,1.38147,3.92059,2.5e+10,0.305
"855","MEX","latin",2010,15887.5,17790,5.94307,29.6977,3.3248,1.43814,5.11812,3.1e+10,0.246
"856","MLI","africa",2012,12762.5,2007.81,6.18324,27.8563,8.17291,2.95251,-0.836735,4e+08,0.486
"857","MLI","africa",2013,4193.75,1995.16,NA,24.9405,-3.25935,2.90105,2.29507,3.1e+08,1.054
"858","MLI","africa",2014,7931.25,2075.4,NA,22.5555,-0.220928,2.90194,7.08468,1.4e+08,0.932
"859","MLI","africa",2015,16106.3,2139.74,NA,24.0437,3.01857,2.936,6.1718,2.8e+08,1.182
"860","MLI","africa",2016,18768.8,2198.56,9.9332,23.4429,-3.21648,2.97544,5.8523,3.6e+08,1.261
"861","MLI","africa",2017,237.5,2246.8,13.0937,22.2141,2.19618,2.9992,5.30546,5.6e+08,1.524
"862","MLI","africa",2018,187.5,2283.7,7.14216,24.5224,2.52523,3.00807,4.74648,4.7e+08,1.197
"863","MLI","africa",2004,1881.25,1899.08,6.82004,23.6772,-7.07468,3.17364,1.56,8.5e+07,1.281
"864","MLI","africa",2005,13031.3,1958.82,5.95549,22.9889,11.8736,3.23303,6.53478,1.6e+08,1.466
"865","MLI","africa",2006,4312.5,1983.71,5.84961,28.4289,-0.086434,3.29427,4.66219,1.5e+08,1.155
"866","MLI","africa",2007,9881.25,1985.62,6.98013,24.1521,1.8336,3.33734,3.49362,2.1e+08,0.994
"867","MLI","africa",2008,6081.25,2012.28,7.04687,25.1442,13.096,3.32912,4.77315,2.7e+08,0.616
"868","MLI","africa",2009,1368.75,2041.33,NA,21.7133,3.79124,3.26113,4.80632,6.5e+08,1.032
"869","MLI","africa",2010,4068.75,2082.96,5.42788,22.8372,3.37556,3.15863,5.31394,3.7e+08,1.725
"870","MLI","africa",2011,3381.25,2085.42,5.66125,22.7262,5.09631,3.04461,3.21313,5.6e+08,1.298
"871","MMR","asia",2008,30575,2303.8,NA,21.2225329430168,31.6146,0.619107,11.0743,8.6e+08,0.463
"872","MMR","asia",2010,254063,2762.61,17.311,10.6237,3.85024,0.695009,10.0693,9e+08,1.188
"873","MMR","asia",2004,84781.3,1473.02,NA,25.7370898942684,15.4721,0.859415,13.6953,2.1e+08,0.587
"874","MMR","asia",2007,78668.8,2086.99,NA,34.6538723769438,28.8851,0.647843,12.5005,7.1e+08,0.456
"875","MMR","asia",2006,33087.5,1867.15,NA,32.2174392652499,15.5787,0.71474,13.3069,2.8e+08,0.773
"876","MMR","asia",2009,123975,2527.39,NA,28.6361525233392,16.2305,0.640298,10.4098,1.1e+09,0.898
"877","MMR","asia",2017,44793.8,4224.54,32.2179,25.9427,4.48465,0.633901,5.75006,4.8e+09,1.28
"878","MMR","asia",2011,28143.8,2947.66,28.4051,9.10475,3.70748,0.767362,7.52006,2.5e+09,0.508
"879","MMR","asia",2013,93056.3,3330.47,28.5617,15.8181,5.15917,0.849772,7.89867,2.3e+09,0.94
"880","MMR","asia",2018,23968.8,4467.86,26.0454,28.3597,6.56148,0.608452,6.40498,1.8e+09,1.024
"881","MMR","asia",2014,77156.3,3574.03,26.9033,19.8761,6.93108,0.822704,8.19966,2.2e+09,0.799
"882","MMR","asia",2012,72837.5,3113.01,33.516,6.08815,3.57492,0.82632,6.48575,1.3e+09,0.878
"883","MMR","asia",2005,131344,1659.69,NA,38.3840078388024,5.56846,0.790537,13.5669,2.3e+08,0.906
"884","MMR","asia",2016,60668.8,4020.24,37.3233,22.9752,9.42721,0.689474,10.5078,3.3e+09,1.339
"885","MMR","asia",2015,90831.3,3663.14,31.9017,20.4639,13.0507,0.762012,3.27728,4.1e+09,1.115
"886","MOZ","africa",2013,22237.5,1165.41,16.7109,26.7439,5.35405,2.76904,6.96361,6.7e+09,0.394
"887","MOZ","africa",2015,60768.8,1262.61,19.7989,31.0782,5.22351,2.83475,6.72328,3.9e+09,0.911
"888","MOZ","africa",2012,73637.5,1120.13,16.4857,28.884,3.13377,2.75316,7.25844,5.6e+09,0.641
"889","MOZ","africa",2010,12862.5,1027.21,15.7458,28.444,15.3768,2.74366,6.50235,1.3e+09,0.871
"890","MOZ","africa",2014,16868.8,1217.09,15.0401,31.284,3.83483,2.79857,7.39851,5e+09,0.616
"891","MOZ","africa",2016,87931.3,1273.78,15.4945,33.5453,27.2586,2.87208,3.82421,3.1e+09,1.141
"892","MOZ","africa",2009,20531.3,991.323,23.2103,27.1188,7.13278,2.73696,6.3182,9.3e+08,0.478
"893","MOZ","africa",2011,21475,1073.48,20.4972,30.0982,13.3089,2.74932,7.41738,3.7e+09,0.622
"894","MOZ","africa",2007,9743.75,917.795,11.127,27.4349,11.2534,2.77521,7.72975,4.2e+08,0.619
"895","MOZ","africa",2004,500,792.727,16.0351,25.697,11.5672,2.95346,7.91641,4.8e+08,0.492
"896","MOZ","africa",2017,11675,1283.66,10.8038,38.5791,16.947,2.90067,3.74132,2.3e+09,0.806
"897","MOZ","africa",2008,24850,958.283,14.6918,26.5162,18.7135,2.74547,7.31776,6.4e+08,0.302
"898","MOZ","africa",2018,15068.8,1289.74,12.0626,44.87,0.036924,2.91362,3.44381,1.7e+09,0.723
"899","MOZ","africa",2005,56100,821.346,14.0297,27.0953,7.8261,2.88789,6.64591,1.2e+08,1.072
"900","MOZ","africa",2006,16093.8,875.917,15.3215,27.1869,11.8263,2.82012,9.69437,2.5e+08,0.505
"901","MRT","africa",2004,0,4307.26,32.8682,23.2693,8.90722,2.83285,4.73276,4e+08,1.385
"902","MRT","africa",2005,0,4544.87,24.7506,26.7532,12.6543,2.84928,8.56629,8.1e+08,1.304
"903","MRT","africa",2006,0,5226.51,NA,42.3641,9.04426,2.85901,18.3332,1.5e+08,1.347
"904","MRT","africa",2007,0,4978.62,12.932,40.5232,8.21815,2.86995,-1.96942,1.4e+08,0.968
"905","MRT","africa",2009,0,4687.58,17.0703,37.2457,7.04303,2.90532,0.097876,-3100000,0.845
"906","MRT","africa",2010,93.75,4671.64,14.5227,45.7393,5.58574,2.92697,2.62023,1.3e+08,1.905
"907","MRT","africa",2011,0,4725.33,17.64,50.1828,6.36888,2.94532,4.17278,5.9e+08,1.549
"908","MRT","africa",2012,93.75,4792.84,23.4881,48.2614,4.31759,2.95452,4.47001,1.4e+09,0.854
"909","MRT","africa",2008,12.5,4821.04,11.5269,41.6029,10.014,2.8846,-0.331079,3.4e+08,1.254
"910","MRT","africa",2018,31.25,5193.39,53.6547,34.2762,4.20358,2.78009,4.52675,7.7e+08,1.122
"911","MRT","africa",2014,0,4908.11,31.5734,37.3892,5.06066,2.92719,4.27482,5e+08,1.326
"912","MRT","africa",2013,43.75,4846.71,18.8301,45.5486,4.40406,2.94921,4.15081,1.1e+09,1.414
"913","MRT","africa",2016,50,4944.57,38.753,33.9251,2.27748,2.85599,1.26091,2.7e+08,1.702
"914","MRT","africa",2017,0,5108.55,42.7622,34.5057,3.09907,2.81923,6.27055,5.9e+08,2.101
"915","MRT","africa",2015,37.5,5024.47,38.4749,30.1951,5.67062,2.8937,5.37634,5e+08,1.381
"916","MUS","africa",2017,275,21415.1,39.0852,42.4518,3.8211,0.090187,3.81415,4.8e+08,1.21
"917","MUS","africa",2018,143.75,22208.1,36.166,40.9634,3.38016,0.054547,3.75968,4.6e+08,0.913
"918","MUS","africa",2012,693.75,18015,37.0336,53.7922,2.17176,0.277321,3.49612,5.9e+08,0.603
"919","MUS","africa",2013,800,18579.4,40.3228,48.4174,3.39528,0.220399,3.36041,2.9e+08,0.688
"920","MUS","africa",2014,256.25,19240.2,36.5722,48.8461,4.66862,0.181061,3.74458,4.6e+08,0.724
"921","MUS","africa",2015,187.5,19897.5,33.1753,47.8622,3.16745,0.132433,3.55307,2.2e+08,1.058
"922","MUS","africa",2016,500,20646.9,37.7382,44.2503,1.16827,0.068723,3.83793,3.8e+08,0.971
"923","MUS","africa",2006,581.25,14166,27.6691,58.4439,10.0162,0.466404,4.86554,1.1e+08,0.171
"924","MUS","africa",2007,500,14909.2,28.6422,55.8675,15.569,0.455526,5.72702,3.4e+08,0.362
"925","MUS","africa",2008,168.75,15655.6,28.0647,51.0705,15.8804,0.361631,5.38696,3.8e+08,0.088
"926","MUS","africa",2009,318.75,16131.7,34.1237,47.6772,4.17747,0.265538,3.31508,2.6e+08,0.718
"927","MUS","africa",2011,1025,17454.8,34.3258,52.4441,5.85328,0.16014,4.07754,4.3e+08,0.826
"928","MUS","africa",2010,1481.25,16797.8,38.9649,51.2377,3.71789,0.237887,4.3772,4.3e+08,1.012
"929","MUS","africa",2004,593.75,13414,26.9635,53.3231,6.24505,0.627104,4.33002,1.4e+07,0.191
"930","MUS","africa",2005,675,13571.8,32.6213,59.0245,5.83165,0.5921,1.77754,4.2e+07,0.261
"931","MWI","africa",2004,543.75,1100.11,78.2311,22.3601496672478,7.51886,2.48267,5.4205,1.1e+08,0.892
"932","MWI","africa",2005,2693.75,1106.91,79.496,14.7962278390062,17.2778,2.60056,3.26873,1.4e+08,1.474
"933","MWI","africa",2006,662.5,1127.87,82.8952,18.861376691362,15.5512,2.71695,4.7,3.6e+07,1.014
"934","MWI","africa",2007,287.5,1202.04,85.5757,38.1491542652445,7.3865,2.79789,9.6,1.2e+08,1.101
"935","MWI","africa",2008,2050,1257.48,85.7874,31.9550501290573,6.96304,2.85276,7.63974,2e+08,0.539
"936","MWI","africa",2009,1131.25,1323.62,86.6877,23.9252337126193,7.3406,2.87399,8.32811,4.9e+07,0.705
"937","MWI","africa",2010,1062.5,1374.57,76.4243,25.9155619443103,5.0396,2.87065,6.87407,9.7e+07,0.996
"938","MWI","africa",2011,5162.5,1400.59,75.7307,28.184668456571,3.12892,2.8645,4.85405,8.1e+08,0.717
"939","MWI","africa",2012,7668.75,1386.79,74.9932,29.7649848387267,19.4398,2.85868,1.8858,-8900000,0.942
"940","MWI","africa",2013,2381.25,1418.07,75.96,25.2268961742969,22.952,2.8385,5.2,4.5e+08,0.68
"941","MWI","africa",2014,2781.25,1457.47,69.2158,18.6980239280904,13.5664,2.80304,5.7,6e+08,1.013
"942","MWI","africa",2015,7831.25,1457.5,77.2397,24.9742594506122,23.9273,2.75941,2.8,2.9e+08,1.054
"943","MWI","africa",2016,7556.25,1453.78,83.7292,18.8485997221454,26.7375,2.70968,2.48404,1.2e+08,1.442
"944","MWI","africa",2017,1150,1472.15,89.6913,25.984130065625,12.1869,2.66645,4.00003,9e+07,1.35
"945","MWI","africa",2018,1006.25,1496.73,91.5267,17.1163874452529,12.7453,2.64175,4.39169,7.7e+07,1.038
"946","MYS","asia",2004,249600,17538.5,7.94828,115.373,2.1969,1.97173,6.78344,4.4e+09,0.692
"947","MYS","asia",2015,388706,24787.8,10.8344,69.4487,3.62833,1.3448,5.09153,9.9e+09,1.218
"948","MYS","asia",2005,295419,18114.1,6.94073,112.899,3.63235,1.9653,5.33214,3.9e+09,0.891
"949","MYS","asia",2017,310825,26661.5,11.0281,70.0117,4.17488,1.35949,5.81272,9.4e+09,1.185
"950","MYS","asia",2018,288419,27577.4,9.13588,68.555,1.36267,1.35196,4.84306,8.3e+09,1.184
"951","MYS","asia",2014,645363,23906.2,11.1081,73.7935,3.34693,1.34047,6.00672,1.1e+10,1.028
"952","MYS","asia",2016,384119,25541.8,11.5486,66.7754,3.8747,1.35736,4.44978,1.3e+10,1.661
"953","MYS","asia",2006,285219,18752.5,6.95529,112.185,3.37024,1.97082,5.58485,7.7e+09,0.628
"954","MYS","asia",2007,343825,19547,9.21812,106.168,3.02109,1.95921,6.29879,9.1e+09,0.686
"955","MYS","asia",2008,372531,20103.5,11.6467,99.4996,8.8328,1.91137,4.83177,7.6e+09,0.571
"956","MYS","asia",2013,375063,22855.9,10.9929,75.629,3.56045,1.36918,4.69372,1.1e+10,1.001
"957","MYS","asia",2010,382569,20536.4,11.8765,86.9303,2.40991,1.69101,7.42485,1.1e+10,0.985
"958","MYS","asia",2011,377506,21289.3,13.9723,85.2554,4.80654,1.55804,5.29391,1.5e+10,0.614
